Make,Model,Type,Origin,DriveTrain,MSRP,Invoice,EngineSize,Cylinders,Horsepower,MPG_City,MPG_Highway,Weight,Wheelbase,Length,AM,Gears
Ford,Escape XLS,SUV,USA,All," 28,14,375 "," 26,13,375 ", 3.00 , 6 , 201 , 18 , 23 ," 3,346 ", 103 , 173 ,0, 5 
Toyota,Sienna CE,Sedan,Asia,Front," 29,36,875 "," 26,49,750 ", 3.30 , 6 , 230 , 19 , 27 ," 4,120 ", 119 , 200 ,1, 5 
Honda,Accord LX V6 4dr,Sedan,Asia,Front," 29,70,000 "," 26,78,500 ", 3.00 , 6 , 240 , 21 , 30 ," 3,349 ", 108 , 190 ,1, 5 
Oldsmobile,Alero GLS 2dr,Sedan,USA,Front," 29,59,375 "," 26,85,625 ", 3.40 , 6 , 170 , 20 , 29 ," 3,085 ", 107 , 187 ,1, 5 
Chevrolet,Malibu LT 4dr,Sedan,USA,Front," 29,36,875 "," 26,93,875 ", 3.50 , 6 , 200 , 23 , 32 ," 3,315 ", 106 , 188 ,0, 5 
Nissan,Altima SE 4dr,Sedan,Asia,Front," 29,11,250 "," 26,97,500 ", 3.50 , 6 , 245 , 21 , 26 ," 3,197 ", 110 , 192 ,1, 5 
Pontiac,Montana,Sedan,USA,Front," 29,80,625 "," 27,05,500 ", 3.40 , 6 , 185 , 19 , 26 ," 3,803 ", 112 , 187 ,1, 5 
Volkswagen,Jetta GLI VR6 4dr,Sedan,Europe,Front," 29,73,125 "," 27,10,750 ", 2.80 , 6 , 200 , 21 , 30 ," 3,179 ", 99 , 172 ,1, 5 
Volkswagen,New Beetle GLS convertible 2dr,Sedan,Europe,Front," 29,01,875 "," 27,11,125 ", 2.00 , 4 , 115 , 24 , 30 ," 3,082 ", 99 , 161 ,1, 5 
Acura,RSX Type S 2dr,Sedan,Asia,Front," 29,77,500 "," 27,20,125 ", 2.00 , 4 , 200 , 24 , 31 ," 2,778 ", 101 , 172 ,0, 5 
Subaru,Outback,Wagon,Asia,All," 29,86,875 "," 27,21,625 ", 2.50 , 4 , 165 , 21 , 28 ," 3,430 ", 104 , 187 ,1, 5 
Saturn,L300 2,Wagon,USA,Front," 29,45,000 "," 27,22,375 ", 2.20 , 4 , 140 , 24 , 34 ," 3,109 ", 107 , 190 ,1, 5 
Volkswagen,Passat GLS 4dr,Sedan,Europe,Front," 29,94,375 "," 27,37,250 ", 1.80 , 4 , 170 , 22 , 31 ," 3,241 ", 106 , 185 ,1, 5 
Mercury,Sable LS Premium 4dr,Sedan,USA,Front," 29,86,875 "," 27,39,750 ", 3.00 , 6 , 201 , 19 , 26 ," 3,315 ", 109 , 200 ,1, 5 
Hyundai,XG350 4dr,Sedan,Asia,Front," 30,73,625 "," 27,56,875 ", 3.50 , 6 , 194 , 17 , 26 ," 3,651 ", 108 , 192 ,1, 5 
Chevrolet,Monte Carlo SS 2dr,Sedan,USA,Front," 30,28,125 "," 27,77,750 ", 3.80 , 6 , 200 , 18 , 28 ," 3,434 ", 111 , 198 ,1, 5 
Pontiac,Grand Prix GT2 4dr,Sedan,USA,Front," 30,36,875 "," 27,85,500 ", 3.80 , 6 , 200 , 20 , 30 ," 3,484 ", 111 , 198 ,1, 5 
Subaru,Baja,Truck,Asia,All," 30,65,000 "," 27,88,000 ", 2.50 , 4 , 165 , 21 , 28 ," 3,485 ", 104 , 193 ,1, 5 
Suzuki,XL-7 EX,SUV,Asia,Front," 29,62,375 "," 27,88,375 ", 2.70 , 6 , 185 , 18 , 22 ," 3,682 ", 110 , 187 ,1, 5 
Chrysler,Concorde LX 4dr,Sedan,USA,Front," 30,16,250 "," 28,06,500 ", 2.70 , 6 , 200 , 21 , 29 ," 3,479 ", 113 , 208 ,1, 5 
Honda,Odyssey LX,Sedan,Asia,Front," 31,18,750 "," 28,12,250 ", 3.50 , 6 , 240 , 18 , 25 ," 4,310 ", 118 , 201 ,1, 5 
GMC,Sierra Extended Cab 1500,Truck,USA,Rear," 32,14,625 "," 28,25,500 ", 4.80 , 8 , 285 , 17 , 20 ," 4,548 ", 144 , 230 ,1, 5 
Toyota,MR2 Spyder convertible 2dr,Sports,Asia,Rear," 31,41,250 "," 28,48,375 ", 1.80 , 4 , 138 , 26 , 32 ," 2,195 ", 97 , 153 ,1, 5 
Volkswagen,Passat GLS 1.8T,Wagon,Europe,Front," 31,19,375 "," 28,50,125 ", 1.80 , 4 , 170 , 22 , 31 ," 3,338 ", 106 , 184 ,1, 5 
Buick,Regal LS 4dr,Sedan,USA,Front," 31,11,875 "," 28,54,375 ", 3.80 , 6 , 200 , 20 , 30 ," 3,461 ", 109 , 196 ,0, 5 
Ford,Crown Victoria 4dr,Sedan,USA,Rear," 30,43,125 "," 28,57,000 ", 4.60 , 8 , 224 , 17 , 25 ," 4,057 ", 115 , 212 ,1, 5 
Chevrolet,Impala LS 4dr,Sedan,USA,Front," 31,25,000 "," 28,66,375 ", 3.80 , 6 , 200 , 20 , 30 ," 3,476 ", 111 , 200 ,1, 5 
Nissan,Quest S,Sedan,Asia,Front," 30,97,500 "," 28,69,750 ", 3.50 , 6 , 240 , 19 , 26 ," 4,012 ", 124 , 204 ,1, 5 
Subaru,Impreza WRX 4dr,Sports,Asia,All," 31,30,625 "," 28,77,750 ", 2.00 , 4 , 227 , 20 , 27 ," 3,085 ", 99 , 174 ,1, 5 
GMC,Sonoma Crew Cab,Truck,USA,All," 31,74,375 "," 28,80,375 ", 4.30 , 6 , 190 , 15 , 19 ," 4,083 ", 123 , 208 ,1, 5 
Dodge,Intrepid ES 4dr,Sedan,USA,Front," 31,10,625 "," 28,82,250 ", 3.50 , 6 , 232 , 18 , 27 ," 3,487 ", 113 , 204 ,1, 5 
Toyota,Camry XLE V6 4dr,Sedan,Asia,Front," 32,40,000 "," 28,90,625 ", 3.00 , 6 , 210 , 21 , 29 ," 3,362 ", 107 , 189 ,1, 5 
GMC,Safari SLE,Sedan,USA,Rear," 32,05,000 "," 29,01,875 ", 4.30 , 6 , 190 , 16 , 20 ," 4,309 ", 111 , 190 ,1, 5 
Mercury,Grand Marquis GS 4dr,Sedan,USA,Rear," 30,86,875 "," 29,02,125 ", 4.60 , 8 , 224 , 17 , 25 ," 4,052 ", 115 , 212 ,1, 5 
Jeep,Wrangler Sahara convertible 2dr,SUV,USA,All," 31,90,000 "," 29,09,375 ", 4.00 , 6 , 190 , 16 , 19 ," 3,575 ", 93 , 150 ,1, 5 
Mazda,MX-5 Miata LS convertible 2dr,Sports,Asia,Rear," 31,49,125 "," 29,10,625 ", 1.80 , 4 , 142 , 23 , 28 ," 2,387 ", 89 , 156 ,1, 5 
Subaru,Legacy GT 4dr,Sedan,Asia,All," 32,05,625 "," 29,17,000 ", 2.50 , 4 , 165 , 21 , 28 ," 3,395 ", 104 , 184 ,1, 5 
Chrysler,Sebring convertible 2dr,Sedan,USA,Front," 31,51,875 "," 29,31,375 ", 2.40 , 4 , 150 , 22 , 30 ," 3,357 ", 106 , 194 ,1, 5 
Mitsubishi,Eclipse GTS 2dr,Sports,Asia,Front," 31,36,500 "," 29,32,000 ", 3.00 , 6 , 210 , 21 , 28 ," 3,241 ", 101 , 177 ,1, 5 
Hyundai,XG350 L 4dr,Sedan,Asia,Front," 32,73,625 "," 29,35,750 ", 3.50 , 6 , 194 , 17 , 26 ," 3,651 ", 108 , 192 ,1, 5 
Audi,A4 1.8T 4dr,Sedan,Europe,Front," 32,42,500 "," 29,38,500 ", 1.80 , 4 , 170 , 22 , 31 ," 3,252 ", 104 , 179 ,0, 5 
Toyota,Tundra Access Cab V6 SR5,Truck,Asia,All," 32,41,875 "," 29,40,000 ", 3.40 , 6 , 190 , 14 , 17 ," 4,435 ", 128 , 218 ,1, 5 
Toyota,Avalon XL 4dr,Sedan,Asia,Front," 33,20,000 "," 29,61,625 ", 3.00 , 6 , 210 , 21 , 29 ," 3,417 ", 107 , 192 ,1, 5 
Volvo,S40 4dr,Sedan,Europe,Front," 31,41,875 "," 29,62,625 ", 1.90 , 4 , 170 , 22 , 29 ," 2,767 ", 101 , 178 ,1, 5 
Kia,Amanti 4dr,Sedan,Asia,Front," 32,50,000 "," 29,70,500 ", 3.50 , 6 , 195 , 17 , 25 ," 4,021 ", 110 , 196 ,1, 5 
Mazda,RX-8 4dr automatic,Sports,Asia,Rear," 32,12,500 "," 29,74,250 ", 1.30 ,, 197 , 18 , 25 ," 3,053 ", 106 , 174 ,1, 5 
Mitsubishi,Galant GTS 4dr,Sedan,Asia,Front," 32,12,500 "," 29,85,375 ", 3.80 , 6 , 230 , 18 , 26 ," 3,649 ", 108 , 191 ,1, 5 
Toyota,Camry Solara SLE V6 2dr,Sedan,Asia,Front," 33,13,750 "," 29,88,500 ", 3.30 , 6 , 225 , 20 , 29 ," 3,439 ", 107 , 193 ,1, 5 
Chevrolet,Astro,Sedan,USA,All," 32,99,375 "," 29,94,250 ", 4.30 , 6 , 190 , 14 , 17 ," 4,605 ", 111 , 190 ,1, 5 
Land Rover,Freelander SE,SUV,Europe,All," 32,49,375 "," 29,96,125 ", 2.50 , 6 , 174 , 18 , 21 ," 3,577 ", 101 , 175 ,1, 5 
Buick,Rendezvous CX,SUV,USA,Front," 33,18,125 "," 30,10,625 ", 3.40 , 6 , 185 , 19 , 26 ," 4,024 ", 112 , 187 ,0, 5 
Chrysler,PT Cruiser GT 4dr,Sedan,USA,Front," 32,44,375 "," 30,21,500 ", 2.40 , 4 , 220 , 21 , 27 ," 3,217 ", 103 , 169 ,1, 5 
Mercedes-Benz,C230 Sport 2dr,Sedan,Europe,Rear," 32,57,500 "," 30,31,125 ", 1.80 , 4 , 189 , 22 , 30 ," 3,250 ", 107 , 178 ,1, 5 
Buick,LeSabre Custom 4dr,Sedan,USA,Front," 33,08,750 "," 30,35,250 ", 3.80 , 6 , 205 , 20 , 29 ," 3,567 ", 112 , 200 ,0, 5 
Honda,Accord EX V6 2dr,Sedan,Asia,Front," 33,70,000 "," 30,38,000 ", 3.00 , 6 , 240 , 21 , 30 ," 3,294 ", 105 , 188 ,1, 5 
Ford,Freestar SE,Sedan,USA,Front," 33,66,250 "," 30,62,250 ", 3.90 , 6 , 193 , 17 , 23 ," 4,275 ", 121 , 201 ,1, 5 
Chevrolet,Venture LS,Sedan,USA,Front," 33,77,500 "," 30,64,750 ", 3.40 , 6 , 185 , 19 , 26 ," 3,699 ", 112 , 187 ,1, 5 
Volvo,V40,Wagon,Europe,Front," 32,66,875 "," 30,80,125 ", 1.90 , 4 , 170 , 22 , 29 ," 2,822 ", 101 , 180 ,1, 5 
Acura,TSX 4dr,Sedan,Asia,Front," 33,73,750 "," 30,80,875 ", 2.40 , 4 , 200 , 22 , 29 ," 3,230 ", 105 , 183 ,0, 5 
Subaru,Outback Limited Sedan 4dr,Sedan,Asia,All," 33,93,125 "," 30,85,875 ", 2.50 , 4 , 165 , 20 , 27 ," 3,495 ", 104 , 184 ,1, 5 
Honda,Odyssey EX,Sedan,Asia,Front," 34,31,250 "," 30,93,000 ", 3.50 , 6 , 240 , 18 , 25 ," 4,365 ", 118 , 201 ,1, 5 
Toyota,4Runner SR5 V6,SUV,Asia,Front," 34,63,750 "," 31,00,125 ", 4.00 , 6 , 245 , 18 , 21 ," 4,035 ", 110 , 189 ,1, 5 
Honda,Pilot LX,SUV,Asia,All," 34,45,000 "," 31,05,375 ", 3.50 , 6 , 240 , 17 , 22 ," 4,387 ", 106 , 188 ,1, 5 
Chrysler,Concorde LXi 4dr,Sedan,USA,Front," 33,57,500 "," 31,13,625 ", 3.50 , 6 , 232 , 19 , 27 ," 3,548 ", 113 , 208 ,1, 5 
Toyota,Highlander V6,SUV,Asia,All," 34,91,250 "," 31,14,375 ", 3.30 , 6 , 230 , 18 , 24 ," 3,935 ", 107 , 185 ,1, 5 
Nissan,Titan King Cab XE,Truck,Asia,All," 33,31,250 "," 31,15,750 ", 5.60 , 8 , 305 , 14 , 18 ," 5,287 ", 140 , 224 ,1, 5 
Ford,Crown Victoria LX 4dr,Sedan,USA,Rear," 34,21,250 "," 31,38,125 ", 4.60 , 8 , 224 , 17 , 25 ," 4,057 ", 115 , 212 ,1, 5 
Mazda,RX-8 4dr manual,Sports,Asia,Rear," 34,00,000 "," 31,47,375 ", 1.30 ,, 238 , 18 , 24 ," 3,029 ", 106 , 174 ,1, 5 
Nissan,Maxima SE 4dr,Sedan,Asia,Front," 34,36,250 "," 31,47,750 ", 3.50 , 6 , 265 , 20 , 28 ," 3,473 ", 111 , 194 ,1, 5 
Nissan,350Z coupe 2dr,Sports,Asia,Rear," 33,63,750 "," 31,50,375 ", 3.50 , 6 , 287 , 20 , 26 ," 3,188 ", 104 , 169 ,1, 5 
Mitsubishi,Eclipse Spyder GT convertible 2dr,Sports,Asia,Front," 33,74,000 "," 31,52,250 ", 3.00 , 6 , 210 , 21 , 28 ," 3,296 ", 101 , 177 ,1, 5 
Chrysler,Town and Country LX,Sedan,USA,Front," 34,36,250 "," 31,71,375 ", 3.30 , 6 , 180 , 19 , 26 ," 4,068 ", 119 , 201 ,1, 5 
Chevrolet,Impala SS 4dr,Sedan,USA,Front," 34,99,375 "," 32,09,000 ", 3.80 , 6 , 240 , 18 , 28 ," 3,606 ", 111 , 200 ,1, 5 
Jeep,Grand Cherokee Laredo,SUV,USA,Front," 34,88,125 "," 32,10,750 ", 4.00 , 6 , 195 , 16 , 21 ," 3,790 ", 106 , 181 ,1, 5 
Toyota,Sienna XLE Limited,Sedan,Asia,Front," 36,00,000 "," 32,11,250 ", 3.30 , 6 , 230 , 19 , 27 ," 4,165 ", 119 , 200 ,1, 5 
GMC,Sierra HD 2500,Truck,USA,All," 36,65,250 "," 32,19,875 ", 6.00 , 8 , 300 , 13 , 18 ," 5,440 ", 133 , 222 ,1, 5 
Nissan,Pathfinder SE,SUV,Asia,Front," 34,17,375 "," 32,46,500 ", 3.50 , 6 , 240 , 16 , 21 ," 3,871 ", 106 , 183 ,1, 5 
Buick,Regal GS 4dr,Sedan,USA,Front," 35,43,125 "," 32,55,875 ", 3.80 , 6 , 240 , 18 , 28 ," 3,536 ", 109 , 196 ,0, 5 
Oldsmobile,Silhouette GL,Sedan,USA,Front," 35,98,750 "," 32,65,000 ", 3.40 , 6 , 185 , 19 , 26 ," 3,948 ", 120 , 201 ,1, 5 
BMW,325i 4dr,Sedan,Europe,Rear," 35,61,875 "," 32,69,375 ", 2.50 , 6 , 184 , 20 , 29 ," 3,219 ", 107 , 176 ,0, 5 
Infiniti,G35 4dr,Sedan,Asia,Rear," 35,61,875 "," 32,69,625 ", 3.50 , 6 , 260 , 18 , 26 ," 3,336 ", 112 , 187 ,1, 5 
Mercedes-Benz,C320 Sport 2dr,Sedan,Europe,Rear," 35,46,250 "," 33,04,375 ", 3.20 , 6 , 215 , 19 , 26 ," 3,430 ", 107 , 178 ,1, 5 
Mazda,MPV ES,Sedan,Asia,Front," 35,93,750 "," 33,25,000 ", 3.00 , 6 , 200 , 18 , 25 ," 3,812 ", 112 , 188 ,1, 5 
Subaru,Outback H6 4dr,Sedan,Asia,All," 36,68,125 "," 33,32,500 ", 3.00 , 6 , 212 , 19 , 26 ," 3,610 ", 104 , 184 ,1, 5 
Ford,Mustang GT Premium convertible 2dr,Sports,USA,Rear," 36,72,500 "," 33,59,375 ", 4.60 , 8 , 260 , 17 , 25 ," 3,347 ", 101 , 183 ,1, 5 
Nissan,Maxima SL 4dr,Sedan,Asia,Front," 36,80,000 "," 33,70,750 ", 3.50 , 6 , 265 , 20 , 28 ," 3,476 ", 111 , 194 ,1, 5 
Ford,Explorer XLT V6,SUV,USA,All," 37,08,750 "," 33,72,875 ", 4.00 , 6 , 210 , 15 , 20 ," 4,463 ", 114 , 190 ,1, 5 
Mercury,Grand Marquis LS Premium 4dr,Sedan,USA,Rear," 36,99,375 "," 33,93,500 ", 4.60 , 8 , 224 , 17 , 25 ," 4,052 ", 115 , 212 ,1, 5 
Mitsubishi,Diamante LS 4dr,Sedan,Asia,Front," 36,60,250 "," 34,06,250 ", 3.50 , 6 , 205 , 18 , 25 ," 3,549 ", 107 , 194 ,1, 5 
Toyota,Avalon XLS 4dr,Sedan,Asia,Front," 38,65,000 "," 34,08,875 ", 3.00 , 6 , 210 , 21 , 29 ," 3,439 ", 107 , 192 ,1, 5 
Nissan,Murano SL,Wagon,Asia,Rear," 35,92,375 "," 34,12,500 ", 3.50 , 6 , 245 , 20 , 25 ," 3,801 ", 111 , 188 ,1, 5 
Mercury,Mountaineer,SUV,USA,Front," 37,49,375 "," 34,14,625 ", 4.00 , 6 , 210 , 16 , 21 ," 4,374 ", 114 , 190 ,1, 5 
Jaguar,X-Type 2.5 4dr,Sedan,Europe,All," 37,49,375 "," 34,19,375 ", 2.50 , 6 , 192 , 18 , 26 ," 3,428 ", 107 , 184 ,1, 5 
Lexus,IS 300 4dr manual,Sedan,Asia,Rear," 38,80,625 "," 34,25,500 ", 3.00 , 6 , 215 , 18 , 25 ," 3,255 ", 105 , 177 ,1, 5 
Mitsubishi,Lancer Evolution 4dr,Sports,Asia,Front," 36,95,250 "," 34,33,250 ", 2.00 , 4 , 271 , 18 , 26 ," 3,263 ", 103 , 179 ,1, 5 
Chevrolet,TrailBlazer LT,SUV,USA,Front," 37,86,875 "," 34,34,875 ", 4.20 , 6 , 275 , 16 , 21 ," 4,425 ", 113 , 192 ,1, 5 
Infiniti,G35 Sport Coupe 2dr,Sedan,Asia,Rear," 37,24,375 "," 34,42,000 ", 3.50 , 6 , 280 , 18 , 26 ," 3,416 ", 112 , 182 ,1, 5 
BMW,325xi 4dr,Sedan,Europe,All," 37,80,625 "," 34,68,125 ", 2.50 , 6 , 184 , 19 , 27 ," 3,461 ", 107 , 176 ,1, 5 
Ford,Crown Victoria LX Sport 4dr,Sedan,USA,Rear," 37,89,375 "," 34,69,500 ", 4.60 , 8 , 239 , 17 , 25 ," 4,057 ", 115 , 212 ,1, 5 
Chrysler,300M 4dr,Sedan,USA,Front," 37,33,125 "," 34,74,625 ", 3.50 , 6 , 250 , 18 , 27 ," 3,581 ", 113 , 198 ,1, 5 
BMW,325Ci 2dr,Sedan,Europe,Rear," 38,49,375 "," 35,30,625 ", 2.50 , 6 , 184 , 20 , 29 ," 3,197 ", 107 , 177 ,1, 5 
Mercury,Grand Marquis LS Ultimate 4dr,Sedan,USA,Rear," 38,61,875 "," 35,39,750 ", 4.60 , 8 , 224 , 17 , 25 ," 4,052 ", 115 , 212 ,1, 5 
Infiniti,I35 4dr,Sedan,Asia,Front," 38,93,125 "," 35,40,000 ", 3.50 , 6 , 255 , 19 , 26 ," 3,306 ", 108 , 194 ,1, 5 
Mitsubishi,Endeavor XLS,SUV,Asia,All," 38,11,500 "," 35,41,250 ", 3.80 , 6 , 215 , 17 , 21 ," 4,134 ", 109 , 190 ,1, 5 
Pontiac,Montana EWB,Sedan,USA,All," 39,21,250 "," 35,56,750 ", 3.40 , 6 , 185 , 18 , 24 ," 4,431 ", 121 , 201 ,1, 5 
Cadillac,CTS VVT 4dr,Sedan,USA,Rear," 38,54,375 "," 35,71,875 ", 3.60 , 6 , 255 , 18 , 25 ," 3,694 ", 113 , 190 ,1, 5 
Subaru,Outback H-6 VDC 4dr,Sedan,Asia,All," 39,43,125 "," 35,75,375 ", 3.00 , 6 , 212 , 19 , 26 ," 3,630 ", 104 , 184 ,1, 5 
Lexus,IS 300 4dr auto,Sedan,Asia,Rear," 40,51,875 "," 35,76,375 ", 3.00 , 6 , 215 , 18 , 24 ," 3,285 ", 105 , 177 ,1, 6 
Chrysler,Sebring Limited convertible 2dr,Sedan,USA,Front," 38,68,750 "," 35,76,625 ", 2.70 , 6 , 200 , 21 , 28 ," 3,448 ", 106 , 194 ,1, 5 
Lexus,IS 300 SportCross,Wagon,Asia,Rear," 40,56,875 "," 35,80,875 ", 3.00 , 6 , 215 , 18 , 24 ," 3,410 ", 105 , 177 ,1, 6 
Chrysler,Pacifica,Wagon,USA,Rear," 39,03,750 "," 35,90,625 ", 3.50 , 6 , 250 , 17 , 23 ," 4,675 ", 116 , 199 ,1, 5 
Lexus,ES 330 4dr,Sedan,Asia,Front," 40,43,750 "," 35,94,375 ", 3.30 , 6 , 225 , 20 , 29 ," 3,460 ", 107 , 191 ,1, 6 
Audi,A4 3.0 4dr,Sedan,Europe,Front," 39,80,000 "," 36,05,750 ", 3.00 , 6 , 220 , 20 , 28 ," 3,462 ", 104 , 179 ,0, 5 
GMC,Envoy XUV SLE,SUV,USA,Front," 39,86,250 "," 36,15,250 ", 4.20 , 6 , 275 , 15 , 19 ," 4,945 ", 129 , 208 ,1, 5 
Subaru,Impreza WRX STi 4dr,Sports,Asia,All," 39,43,125 "," 36,41,250 ", 2.50 , 4 , 300 , 18 , 24 ," 3,263 ", 100 , 174 ,1, 5 
Saab,9-3 Arc Sport 4dr,Sedan,Europe,Front," 38,57,500 "," 36,58,625 ", 2.00 , 4 , 210 , 20 , 28 ," 3,175 ", 105 , 183 ,1, 5 
Ford,F-150 Supercab Lariat,Truck,USA,All," 41,92,500 "," 36,75,625 ", 5.40 , 8 , 300 , 14 , 18 ," 5,464 ", 133 , 218 ,1, 6 
Dodge,Durango SLT,SUV,USA,All," 40,29,375 "," 36,84,000 ", 4.70 , 8 , 230 , 15 , 21 ," 4,987 ", 119 , 201 ,1, 5 
Buick,LeSabre Limited 4dr,Sedan,USA,Front," 40,30,625 "," 36,95,750 ", 3.80 , 6 , 205 , 20 , 29 ," 3,591 ", 112 , 200 ,1, 6 
Infiniti,G35 4dr,Sedan,Asia,All," 40,55,625 "," 37,22,875 ", 3.50 , 6 , 260 , 18 , 26 ," 3,677 ", 112 , 187 ,1, 6 
Dodge,Grand Caravan SXT,Sedan,USA,All," 40,82,500 "," 37,26,500 ", 3.80 , 6 , 215 , 18 , 25 ," 4,440 ", 119 , 201 ,1, 6 
Volvo,S60 2.5 4dr,Sedan,Europe,All," 39,68,125 "," 37,39,500 ", 2.50 , 5 , 208 , 20 , 27 ," 3,903 ", 107 , 180 ,1, 5 
Honda,S2000 convertible 2dr,Sports,Asia,Rear," 41,57,500 "," 37,45,625 ", 2.20 , 4 , 240 , 20 , 25 ," 2,835 ", 95 , 162 ,1, 6 
Lincoln,LS V6 Luxury 4dr,Sedan,USA,Rear," 40,61,875 "," 37,46,125 ", 3.00 , 6 , 232 , 20 , 26 ," 3,681 ", 115 , 194 ,1, 6 
Isuzu,Ascender S,SUV,Asia,All," 39,81,125 "," 37,47,125 ", 4.20 , 6 , 275 , 15 , 20 ," 4,967 ", 129 , 208 ,1, 5 
Nissan,Quest SE,Sedan,Asia,Front," 40,97,500 "," 37,52,375 ", 3.50 , 6 , 240 , 18 , 25 ," 4,175 ", 124 , 204 ,1, 6 
Mercedes-Benz,C240 4dr,Sedan,Europe,Rear," 40,35,000 "," 37,58,875 ", 2.60 , 6 , 168 , 20 , 25 ," 3,360 ", 107 , 178 ,1, 6 
BMW,325xi Sport,Wagon,Europe,All," 41,05,625 "," 37,63,750 ", 2.50 , 6 , 184 , 19 , 26 ," 3,594 ", 107 , 176 ,1, 6 
Acura,TL 4dr,Sedan,Asia,Front," 41,49,375 "," 37,87,375 ", 3.20 , 6 , 270 , 20 , 28 ," 3,575 ", 108 , 186 ,1, 6 
Audi,A4 3.0 Quattro 4dr manual,Sedan,Europe,All," 41,78,750 "," 37,95,750 ", 3.00 , 6 , 220 , 17 , 26 ," 3,583 ", 104 , 179 ,1, 6 
Ford,Expedition 4.6 XLT,SUV,USA,Front," 43,20,000 "," 38,08,500 ", 4.60 , 8 , 232 , 15 , 19 ," 5,000 ", 119 , 206 ,1, 6 
Volkswagen,Passat GLX V6 4MOTION 4dr,Sedan,Europe,Front," 41,47,500 "," 38,22,875 ", 2.80 , 6 , 190 , 19 , 26 ," 3,721 ", 106 , 185 ,1, 6 
Pontiac,GTO 2dr,Sports,USA,Rear," 41,87,500 "," 38,38,750 ", 5.70 , 8 , 340 , 16 , 20 ," 3,725 ", 110 , 190 ,1, 6 
Mitsubishi,Montero XLS,SUV,Asia,All," 41,39,000 "," 38,45,375 ", 3.80 , 6 , 215 , 15 , 19 ," 4,718 ", 110 , 190 ,1, 6 
Nissan,Pathfinder Armada SE,SUV,Asia,Front," 42,30,000 "," 38,51,875 ", 5.60 , 8 , 305 , 13 , 19 ," 5,013 ", 123 , 207 ,1, 6 
Mercury,Monterey Luxury,Sedan,USA,Front," 42,49,375 "," 38,55,750 ", 4.20 , 6 , 201 , 16 , 23 ," 4,340 ", 121 , 202 ,1, 6 
Chrysler,300M Special Edition 4dr,Sedan,USA,Front," 41,61,875 "," 38,60,500 ", 3.50 , 6 , 255 , 18 , 27 ," 3,650 ", 113 , 198 ,1, 6 
Jaguar,X-Type 3.0 4dr,Sedan,Europe,All," 42,49,375 "," 38,74,375 ", 3.00 , 6 , 227 , 18 , 25 ," 3,516 ", 107 , 184 ,1, 6 
BMW,Z4 convertible 2.5i 2dr,Sports,Europe,Rear," 42,36,875 "," 38,83,125 ", 2.50 , 6 , 184 , 20 , 28 ," 2,932 ", 98 , 161 ,1, 6 
Mercedes-Benz,C240 4dr,Sedan,Europe,All," 41,85,000 "," 38,98,375 ", 2.60 , 6 , 168 , 19 , 25 ," 3,360 ", 107 , 178 ,1, 6 
GMC,Yukon 1500 SLE,SUV,USA,Front," 44,65,625 "," 39,20,125 ", 4.80 , 8 , 285 , 16 , 19 ," 5,042 ", 116 , 199 ,1, 6 
Audi,A4 3.0 Quattro 4dr auto,Sedan,Europe,All," 43,10,000 "," 39,23,500 ", 3.00 , 6 , 220 , 18 , 25 ," 3,627 ", 104 , 179 ,1, 6 
Mercedes-Benz,C240,Wagon,Europe,Rear," 42,22,500 "," 39,33,250 ", 2.60 , 6 , 168 , 19 , 25 ," 3,470 ", 107 , 179 ,1, 6 
