Make,Model,Type,Origin,DriveTrain,MSRP,Invoice,EngineSize,Cylinders,Horsepower,MPG_City,MPG_Highway,Weight,Wheelbase,Length,AM,Gears
Mercury,Marauder 4dr,Sedan,USA,Rear," 43,11,875 "," 39,44,750 ", 4.60 , 8 , 302 , 17 , 23 ," 4,195 ", 115 , 212 ,1, 6 
Saab,9-3 Aero 4dr,Sedan,Europe,Front," 41,70,000 "," 39,45,250 ", 2.00 , 4 , 210 , 20 , 28 ," 3,175 ", 105 , 183 ,1, 6 
Chevrolet,Avalanche 1500,Truck,USA,All," 45,12,500 "," 39,61,125 ", 5.30 , 8 , 295 , 14 , 18 ," 5,678 ", 130 , 222 ,1, 6 
Infiniti,FX35,Wagon,Asia,Rear," 43,61,875 "," 39,69,500 ", 3.50 , 6 , 280 , 16 , 22 ," 4,056 ", 112 , 189 ,1, 6 
Toyota,Sequoia SR5,SUV,Asia,All," 44,61,875 "," 39,78,375 ", 4.70 , 8 , 240 , 14 , 17 ," 5,270 ", 118 , 204 ,1, 6 
Nissan,350Z Enthusiast convertible 2dr,Sports,Asia,Rear," 42,98,750 "," 39,80,625 ", 3.50 , 6 , 287 , 20 , 26 ," 3,428 ", 104 , 169 ,1, 6 
Chrysler,Crossfire 2dr,Sports,USA,Rear," 43,11,875 "," 40,04,125 ", 3.20 , 6 , 215 , 17 , 25 ," 3,060 ", 95 , 160 ,1, 6 
Volkswagen,Touareg V6,SUV,Europe,All," 44,39,375 "," 40,30,375 ", 3.20 , 6 , 220 , 15 , 20 ," 5,086 ", 112 , 187 ,1, 6 
Buick,Park Avenue 4dr,Sedan,USA,Front," 44,43,125 "," 40,30,500 ", 3.80 , 6 , 205 , 20 , 29 ," 3,778 ", 114 , 207 ,1, 6 
Audi,A41.8T convertible 2dr,Sedan,Europe,Front," 44,92,500 "," 40,63,250 ", 1.80 , 4 , 170 , 23 , 30 ," 3,638 ", 105 , 180 ,1, 6 
Audi,TT 1.8 convertible 2dr (coupe),Sports,Europe,Front," 44,92,500 "," 40,64,000 ", 1.80 , 4 , 180 , 20 , 28 ," 3,131 ", 95 , 159 ,1, 6 
BMW,330i 4dr,Sedan,Europe,Rear," 44,36,875 "," 40,65,625 ", 3.00 , 6 , 225 , 20 , 30 ," 3,285 ", 107 , 176 ,1, 6 
Volvo,S60 T5 4dr,Sedan,Europe,Front," 43,55,625 "," 41,12,750 ", 2.30 , 5 , 247 , 20 , 28 ," 3,766 ", 107 , 180 ,1, 6 
Pontiac,Bonneville GXP 4dr,Sedan,USA,Front," 44,99,375 "," 41,24,625 ", 4.60 , 8 , 275 , 17 , 20 ," 3,790 ", 112 , 203 ,1, 6 
Saab,9-5 Arc 4dr,Sedan,Europe,Front," 43,88,125 "," 41,26,375 ", 2.30 , 4 , 220 , 21 , 29 ," 3,470 ", 106 , 190 ,1, 6 
Volvo,XC70,Wagon,Europe,All," 43,93,125 "," 41,39,000 ", 2.50 , 5 , 208 , 20 , 27 ," 3,823 ", 109 , 186 ,1, 6 
Infiniti,FX45,Wagon,Asia,All," 45,49,375 "," 41,40,125 ", 4.50 , 8 , 315 , 15 , 19 ," 4,309 ", 112 , 189 ,1, 6 
Audi,A6 3.0 4dr,Sedan,Europe,Front," 45,80,000 "," 41,41,125 ", 3.00 , 6 , 220 , 20 , 27 ," 3,561 ", 109 , 192 ,1, 6 
Acura,MDX,SUV,Asia,All," 46,18,125 "," 41,67,125 ", 3.50 , 6 , 265 , 17 , 23 ," 4,451 ", 106 , 189 ,1, 6 
Mercedes-Benz,C320 Sport 4dr,Sedan,Europe,Rear," 44,90,000 "," 41,82,000 ", 3.20 , 6 , 215 , 19 , 26 ," 3,430 ", 107 , 178 ,1, 6 
BMW,X3 3.0i,SUV,Europe,All," 46,25,000 "," 42,34,125 ", 3.00 , 6 , 225 , 16 , 23 ," 4,023 ", 110 , 180 ,1, 6 
BMW,330Ci 2dr,Sedan,Europe,Rear," 46,24,375 "," 42,36,250 ", 3.00 , 6 , 225 , 20 , 30 ," 3,285 ", 107 , 176 ,1, 6 
Audi,TT 1.8 Quattro 2dr (convertible),Sports,Europe,All," 46,73,750 "," 42,36,375 ", 1.80 , 4 , 225 , 20 , 28 ," 2,921 ", 96 , 159 ,1, 6 
Lincoln,LS V6 Premium 4dr,Sedan,USA,Rear," 46,11,875 "," 42,41,125 ", 3.00 , 6 , 232 , 20 , 26 ," 3,681 ", 115 , 194 ,1, 6 
BMW,330xi 4dr,Sedan,Europe,All," 46,55,625 "," 42,64,375 ", 3.00 , 6 , 225 , 20 , 29 ," 3,483 ", 107 , 176 ,1, 6 
Buick,Rainier,SUV,USA,All," 47,36,875 "," 42,94,625 ", 4.20 , 6 , 275 , 15 , 21 ," 4,600 ", 113 , 193 ,1, 6 
Ford,Thunderbird Deluxe convert w/hardtop 2d,Sports,USA,Front," 46,91,250 "," 43,10,375 ", 3.90 , 8 , 280 , 17 , 24 ," 3,780 ", 107 , 186 ,1, 6 
Lexus,RX 330,SUV,Asia,All," 48,99,375 "," 43,22,000 ", 3.30 , 6 , 230 , 18 , 24 ," 4,065 ", 107 , 186 ,1, 6 
BMW,325Ci convertible 2dr,Sedan,Europe,Rear," 47,49,375 "," 43,50,000 ", 2.50 , 6 , 184 , 19 , 27 ," 3,560 ", 107 , 177 ,1, 6 
Mercedes-Benz,C320 4dr,Sedan,Europe,Rear," 47,03,750 "," 43,80,750 ", 3.20 , 6 , 215 , 20 , 26 ," 3,450 ", 107 , 178 ,1, 6 
Chrysler,Town and Country Limited,Sedan,USA,Front," 47,97,500 "," 43,82,875 ", 3.80 , 6 , 215 , 18 , 25 ," 4,331 ", 119 , 201 ,1, 6 
Volvo,S60 R 4dr,Sedan,Europe,All," 46,95,000 "," 44,22,750 ", 2.50 , 5 , 300 , 18 , 25 ," 3,571 ", 107 , 181 ,1, 6 
Chevrolet,Silverado SS,Truck,USA,All," 50,42,500 "," 44,24,875 ", 6.00 , 8 , 300 , 13 , 17 ," 4,804 ", 144 , 238 ,1, 6 
Volvo,S80 2.9 4dr,Sedan,Europe,Front," 47,16,250 "," 44,42,750 ", 2.90 , 6 , 208 , 20 , 28 ," 3,576 ", 110 , 190 ,1, 6 
Volvo,S80 2.5T 4dr,Sedan,Europe,All," 47,35,625 "," 44,61,000 ", 2.50 , 5 , 194 , 20 , 27 ," 3,691 ", 110 , 190 ,1, 6 
Land Rover,Discovery SE,SUV,Europe,All," 49,06,250 "," 44,72,125 ", 4.60 , 8 , 217 , 12 , 16 ," 4,576 ", 100 , 185 ,1, 6 
Audi,A6 3.0 Quattro 4dr,Sedan,Europe,All," 49,55,000 "," 44,99,000 ", 3.00 , 6 , 220 , 18 , 25 ," 3,880 ", 109 , 192 ,1, 6 
Volkswagen,Passat W8 4MOTION 4dr,Sedan,Europe,Front," 49,04,375 "," 45,06,500 ", 4.00 , 8 , 270 , 18 , 25 ," 3,953 ", 106 , 185 ,1, 6 
Mercedes-Benz,C320 4dr,Sedan,Europe,All," 48,53,750 "," 45,20,250 ", 3.20 , 6 , 215 , 19 , 27 ," 3,450 ", 107 , 178 ,1, 6 
Lexus,GS 300 4dr,Sedan,Asia,Rear," 51,26,250 "," 45,24,500 ", 3.00 , 6 , 220 , 18 , 25 ," 3,649 ", 110 , 189 ,1, 6 
Chevrolet,Tahoe LT,SUV,USA,All," 51,83,125 "," 45,35,875 ", 5.30 , 8 , 295 , 14 , 18 ," 5,050 ", 116 , 197 ,1, 6 
Ford,Excursion 6.8 XLT,SUV,USA,All," 51,84,375 "," 45,61,750 ", 6.80 , 10 , 310 , 10 , 13 ," 7,190 ", 137 , 227 ,1, 6 
BMW,525i 4dr,Sedan,Europe,Rear," 49,99,375 "," 45,77,500 ", 2.50 , 6 , 184 , 19 , 28 ," 3,428 ", 114 , 191 ,1, 6 
Audi,TT 3.2 coupe 2dr (convertible),Sports,Europe,All," 50,73,750 "," 45,92,375 ", 3.20 , 6 , 250 , 21 , 29 ," 3,351 ", 96 , 159 ,1, 6 
Lincoln,LS V8 Sport 4dr,Sedan,USA,Rear," 50,11,875 "," 46,01,125 ", 3.90 , 8 , 280 , 17 , 24 ," 3,768 ", 115 , 194 ,1, 6 
Buick,Park Avenue Ultra 4dr,Sedan,USA,Front," 50,90,000 "," 46,15,875 ", 3.80 , 6 , 240 , 18 , 28 ," 3,909 ", 114 , 207 ,1, 6 
Volkswagen,Passat W8,Wagon,Europe,Front," 50,29,375 "," 46,19,500 ", 4.00 , 8 , 270 , 18 , 25 ," 4,067 ", 106 , 184 ,1, 6 
Audi,A6 3.0 Avant Quattro,Wagon,Europe,All," 51,05,000 "," 46,32,500 ", 3.00 , 6 , 220 , 18 , 25 ," 4,035 ", 109 , 192 ,1, 6 
Chevrolet,Suburban 1500 LT,SUV,USA,Front," 53,41,875 "," 46,77,750 ", 5.30 , 8 , 295 , 14 , 18 ," 4,947 ", 130 , 219 ,1, 6 
Mercedes-Benz,SLK230 convertible 2dr,Sports,Europe,Rear," 50,40,000 "," 46,93,500 ", 2.30 , 4 , 192 , 21 , 29 ," 3,055 ", 95 , 158 ,1, 6 
BMW,Z4 convertible 3.0i 2dr,Sports,Europe,Rear," 51,30,625 "," 46,96,875 ", 3.00 , 6 , 225 , 21 , 29 ," 2,998 ", 98 , 161 ,1, 6 
Saab,9-5 Aero 4dr,Sedan,Europe,Front," 49,33,125 "," 47,15,125 ", 2.30 , 4 , 250 , 21 , 29 ," 3,470 ", 106 , 190 ,1, 6 
Porsche,Boxster convertible 2dr,Sports,Europe,Rear," 54,20,625 "," 47,35,750 ", 2.70 , 6 , 228 , 20 , 29 ," 2,811 ", 95 , 170 ,1, 6 
Volvo,C70 LPT convertible 2dr,Sedan,Europe,Front," 50,70,625 "," 47,75,375 ", 2.40 , 5 , 197 , 21 , 28 ," 3,450 ", 105 , 186 ,1, 6 
Audi,A4 3.0 convertible 2dr,Sedan,Europe,Front," 53,11,250 "," 47,90,625 ", 3.00 , 6 , 220 , 20 , 27 ," 3,814 ", 105 , 180 ,1, 6 
Saab,9-5 Aero,Wagon,Europe,Front," 51,05,625 "," 47,97,000 ", 2.30 , 4 , 250 , 19 , 29 ," 3,620 ", 106 , 190 ,1, 6 
Lincoln,Town Car Signature 4dr,Sedan,USA,Rear," 52,26,875 "," 48,02,250 ", 4.60 , 8 , 239 , 17 , 25 ," 4,369 ", 118 , 215 ,1, 6 
Saab,9-3 Arc convertible 2dr,Sedan,Europe,Front," 50,83,750 "," 48,15,000 ", 2.00 , 4 , 210 , 21 , 29 ," 3,480 ", 105 , 182 ,1, 6 
Infiniti,M45 4dr,Sedan,Asia,Rear," 53,55,625 "," 48,49,000 ", 4.50 , 8 , 340 , 17 , 23 ," 3,851 ", 110 , 197 ,1, 6 
Audi,A6 2.7 Turbo Quattro 4dr,Sedan,Europe,All," 53,55,000 "," 48,55,000 ", 2.70 , 6 , 250 , 18 , 25 ," 3,836 ", 109 , 192 ,1, 6 
Volvo,XC90 T6,SUV,Europe,All," 51,56,250 "," 48,56,375 ", 2.90 , 6 , 268 , 15 , 20 ," 4,638 ", 113 , 189 ,1, 6 
Acura,3.5 RL 4dr,Sedan,Asia,Front," 54,69,375 "," 48,76,750 ", 3.50 , 6 , 225 , 18 , 24 ," 3,880 ", 115 , 197 ,1, 6 
Chevrolet,Corvette 2dr,Sports,USA,Rear," 55,66,875 "," 48,83,500 ", 5.70 , 8 , 350 , 18 , 25 ," 3,246 ", 105 , 180 ,1, 6 
Chevrolet,SSR,Truck,USA,Rear," 52,49,375 "," 49,13,250 ", 5.30 , 8 , 300 , 16 , 19 ," 4,760 ", 116 , 191 ,1, 6 
Lincoln,Aviator Ultimate,SUV,USA,Front," 53,64,375 "," 49,30,375 ", 4.60 , 8 , 302 , 13 , 18 ," 4,834 ", 114 , 193 ,1, 6 
Lexus,GX 470,SUV,Asia,All," 57,12,500 "," 49,79,750 ", 4.70 , 8 , 235 , 15 , 19 ," 4,740 ", 110 , 188 ,1, 6 
Lincoln,LS V8 Ultimate 4dr,Sedan,USA,Rear," 54,36,875 "," 49,83,625 ", 3.90 , 8 , 280 , 17 , 24 ," 3,768 ", 115 , 194 ,1, 6 
Jaguar,S-Type 3.0 4dr,Sedan,Europe,Rear," 54,86,875 "," 50,00,500 ", 3.00 , 6 , 235 , 18 , 26 ," 3,777 ", 115 , 192 ,1, 6 
Audi,A4 3.0 Quattro convertible 2dr,Sedan,Europe,All," 55,30,000 "," 50,09,375 ", 3.00 , 6 , 220 , 18 , 25 ," 4,013 ", 105 , 180 ,1, 6 
Volvo,C70 HPT convertible 2dr,Sedan,Europe,Front," 53,20,625 "," 50,10,375 ", 2.30 , 5 , 242 , 20 , 26 ," 3,450 ", 105 , 186 ,1, 6 
BMW,330Ci convertible 2dr,Sedan,Europe,Rear," 55,36,875 "," 50,66,250 ", 3.00 , 6 , 225 , 19 , 28 ," 3,616 ", 107 , 177 ,1, 6 
GMC,Yukon XL 2500 SLT,SUV,USA,All," 57,83,125 "," 50,66,750 ", 6.00 , 8 , 325 , 13 , 17 ," 6,133 ", 130 , 219 ,1, 6 
Saab,9-3 Aero convertible 2dr,Sedan,Europe,Front," 53,96,875 "," 51,10,375 ", 2.00 , 4 , 210 , 21 , 30 ," 3,700 ", 105 , 182 ,1, 6 
Acura,3.5 RL w/Navigation 4dr,Sedan,Asia,Front," 57,62,500 "," 51,37,500 ", 3.50 , 6 , 225 , 18 , 24 ," 3,893 ", 115 , 197 ,1, 6 
BMW,530i 4dr,Sedan,Europe,Rear," 56,24,375 "," 51,46,250 ", 3.00 , 6 , 225 , 20 , 30 ," 3,472 ", 114 , 191 ,1, 6 
Lincoln,Town Car Ultimate 4dr,Sedan,USA,Rear," 56,15,625 "," 51,52,125 ", 4.60 , 8 , 239 , 17 , 25 ," 4,369 ", 118 , 215 ,1, 6 
Cadillac,Deville 4dr,Sedan,USA,Front," 56,80,625 "," 52,06,250 ", 4.60 , 8 , 275 , 18 , 26 ," 3,984 ", 115 , 207 ,1, 6 
Mercedes-Benz,CLK320 coupe 2dr (convertible),Sedan,Europe,Rear," 57,13,375 "," 52,45,750 ", 3.20 , 6 , 215 , 20 , 26 ," 3,770 ", 107 , 183 ,1, 6 
Lexus,GS 430 4dr,Sedan,Asia,Rear," 60,56,250 "," 52,79,000 ", 4.30 , 8 , 300 , 18 , 23 ," 3,715 ", 110 , 189 ,1, 6 
Volvo,S80 T6 4dr,Sedan,Europe,Front," 56,51,250 "," 53,21,625 ", 2.90 , 6 , 268 , 19 , 26 ," 3,653 ", 110 , 190 ,1, 6 
Mercedes-Benz,ML500,SUV,Europe,All," 58,08,750 "," 54,08,500 ", 5.00 , 8 , 288 , 14 , 17 ," 4,874 ", 111 , 183 ,1, 6 
Cadillac,SRX V8,SUV,USA,Front," 58,74,375 "," 54,40,375 ", 4.60 , 8 , 320 , 16 , 21 ," 4,302 ", 116 , 195 ,1, 6 
Audi,S4 Quattro 4dr,Sedan,Europe,All," 60,05,000 "," 54,44,500 ", 4.20 , 8 , 340 , 14 , 20 ," 3,825 ", 104 , 179 ,1, 6 
Cadillac,Seville SLS 4dr,Sedan,USA,Front," 59,94,375 "," 54,80,125 ", 4.60 , 8 , 275 , 18 , 26 ," 3,992 ", 112 , 201 ,1, 6 
BMW,M3 coupe 2dr,Sports,Europe,Rear," 60,24,375 "," 55,21,250 ", 3.20 , 6 , 333 , 16 , 24 ," 3,415 ", 108 , 177 ,1, 6 
Audi,S4 Avant Quattro,Wagon,Europe,All," 61,36,250 "," 55,55,750 ", 4.20 , 8 , 340 , 15 , 21 ," 3,936 ", 104 , 179 ,1, 6 
Mercedes-Benz,E320 4dr,Sedan,Europe,Rear," 60,21,250 "," 56,06,125 ", 3.20 , 6 , 221 , 19 , 27 ," 3,635 ", 112 , 190 ,1, 6 
Audi,A6 4.2 Quattro 4dr,Sedan,Europe,All," 62,11,250 "," 56,17,000 ", 4.20 , 8 , 300 , 17 , 24 ," 4,024 ", 109 , 193 ,1, 6 
Chevrolet,Corvette convertible 2dr,Sports,USA,Rear," 64,41,875 "," 56,49,125 ", 5.70 , 8 , 350 , 18 , 25 ," 3,248 ", 105 , 180 ,1, 6 
Jaguar,S-Type 4.2 4dr,Sedan,Europe,Rear," 62,49,375 "," 56,94,500 ", 4.20 , 8 , 294 , 18 , 28 ," 3,874 ", 115 , 192 ,1, 6 
Porsche,Boxster S convertible 2dr,Sports,Europe,Rear," 65,45,625 "," 57,20,750 ", 3.20 , 6 , 258 , 18 , 26 ," 2,911 ", 95 , 170 ,1, 6 
Hummer,H2,SUV,USA,All," 62,49,375 "," 57,26,875 ", 6.00 , 8 , 316 , 10 , 12 ," 6,400 ", 123 , 190 ,1, 6 
Lincoln,Town Car Ultimate L 4dr,Sedan,USA,Rear," 63,08,750 "," 57,76,000 ", 4.60 , 8 , 239 , 17 , 25 ," 4,474 ", 124 , 221 ,1, 6 
Lincoln,Navigator Luxury,SUV,USA,All," 65,96,875 "," 57,95,000 ", 5.40 , 8 , 300 , 13 , 18 ," 5,969 ", 119 , 206 ,1, 6 
Cadillac,Deville DTS 4dr,Sedan,USA,Front," 63,24,375 "," 57,95,250 ", 4.60 , 8 , 300 , 18 , 26 ," 4,044 ", 115 , 207 ,1, 6 
Mercedes-Benz,E320,Wagon,Europe,Rear," 63,33,750 "," 58,96,750 ", 3.20 , 6 , 221 , 19 , 27 ," 3,966 ", 112 , 190 ,1, 6 
Infiniti,Q45 Luxury 4dr,Sedan,Asia,Rear," 65,68,125 "," 59,46,875 ", 4.50 , 8 , 340 , 17 , 23 ," 3,977 ", 113 , 200 ,1, 6 
BMW,X5 4.4i,SUV,Europe,All," 65,24,375 "," 59,65,000 ", 4.40 , 8 , 325 , 16 , 22 ," 4,824 ", 111 , 184 ,1, 6 
Toyota,Land Cruiser,SUV,Asia,All," 68,45,625 "," 59,98,250 ", 4.70 , 8 , 325 , 13 , 17 ," 5,390 ", 112 , 193 ,1, 6 
Cadillac,Escalade,SUV,USA,Front," 65,99,375 "," 60,47,125 ", 5.30 , 8 , 295 , 14 , 18 ," 5,367 ", 116 , 199 ,1, 6 
Mercedes-Benz,C32 AMG 4dr,Sedan,Europe,Rear," 65,15,000 "," 60,65,250 ", 3.20 , 6 , 349 , 16 , 21 ," 3,540 ", 107 , 178 ,1, 6 
Cadillac,Escalade EXT,Truck,USA,All," 66,21,875 "," 60,67,625 ", 6.00 , 8 , 345 , 13 , 17 ," 5,879 ", 130 , 221 ,1, 6 
Lexus,LS 430 4dr,Sedan,Asia,Rear," 69,68,750 "," 60,72,875 ", 4.30 , 8 , 290 , 18 , 25 ," 3,990 ", 115 , 197 ,1, 6 
Mercedes-Benz,CLK500 coupe 2dr (convertible),Sedan,Europe,Rear," 66,00,000 "," 61,38,000 ", 5.00 , 8 , 302 , 17 , 22 ," 3,585 ", 107 , 183 ,1, 6 
Porsche,Cayenne S,SUV,Europe,All," 70,83,125 "," 62,33,125 ", 4.50 , 8 , 340 , 14 , 18 ," 4,950 ", 112 , 188 ,1, 6 
BMW,545iA 4dr,Sedan,Europe,Rear," 68,74,375 "," 62,83,750 ", 4.40 , 8 , 325 , 18 , 26 ," 3,814 ", 114 , 191 ,1, 6 
BMW,M3 convertible 2dr,Sports,Europe,Rear," 70,74,375 "," 64,76,875 ", 3.20 , 6 , 333 , 16 , 23 ," 3,781 ", 108 , 177 ,1, 6 
Mercedes-Benz,SLK32 AMG 2dr,Sports,Europe,Rear," 70,21,250 "," 65,36,125 ", 3.20 , 6 , 349 , 17 , 22 ," 3,220 ", 95 , 158 ,1, 6 
Mercedes-Benz,E500 4dr,Sedan,Europe,Rear," 71,58,750 "," 66,72,750 ", 5.00 , 8 , 302 , 16 , 20 ," 3,815 ", 112 , 190 ,1, 6 
Jaguar,XJ8 4dr,Sedan,Europe,Rear," 74,99,375 "," 68,32,000 ", 4.20 , 8 , 294 , 18 , 28 ," 3,803 ", 119 , 200 ,1, 6 
Lexus,SC 430 convertible 2dr,Sports,Asia,Rear," 79,00,000 "," 68,82,875 ", 4.30 , 8 , 300 , 18 , 23 ," 3,840 ", 103 , 178 ,1, 6 
Lexus,LX 470,SUV,Asia,All," 81,00,000 "," 70,56,875 ", 4.70 , 8 , 235 , 13 , 17 ," 5,590 ", 112 , 193 ,1, 6 
Mercedes-Benz,E500,Wagon,Europe,All," 75,83,750 "," 70,59,250 ", 5.00 , 8 , 302 , 16 , 24 ," 4,230 ", 112 , 190 ,1, 6 
Jaguar,S-Type R 4dr,Sedan,Europe,Rear," 78,90,000 "," 71,87,375 ", 4.20 , 8 , 390 , 17 , 24 ," 4,046 ", 115 , 192 ,1, 6 
Volkswagen,Phaeton 4dr,Sedan,Europe,Front," 81,25,000 "," 74,89,000 ", 4.20 , 8 , 335 , 16 , 22 ," 5,194 ", 118 , 204 ,1, 6 
Jaguar,Vanden Plas 4dr,Sedan,Europe,Rear," 86,24,375 "," 78,55,750 ", 4.20 , 8 , 294 , 18 , 28 ," 3,803 ", 119 , 200 ,1, 6 
BMW,745i 4dr,Sedan,Europe,Rear," 86,49,375 "," 78,98,750 ", 4.40 , 8 , 325 , 18 , 26 ," 4,376 ", 118 , 198 ,1, 6 
Jaguar,XK8 coupe 2dr,Sports,Europe,Rear," 87,49,375 "," 79,69,500 ", 4.20 , 8 , 294 , 18 , 26 ," 3,779 ", 102 , 187 ,1, 6 
Audi,A8 L Quattro 4dr,Sedan,Europe,All," 86,48,750 "," 80,92,500 ", 4.20 , 8 , 330 , 17 , 24 ," 4,399 ", 121 , 204 ,1, 6 
Land Rover,Range Rover HSE,SUV,Europe,All," 90,31,250 "," 82,25,875 ", 4.40 , 8 , 282 , 12 , 16 ," 5,379 ", 113 , 195 ,1, 6 
BMW,745Li 4dr,Sedan,Europe,Rear," 91,49,375 "," 83,53,750 ", 4.40 , 8 , 325 , 18 , 26 ," 4,464 ", 123 , 204 ,1, 6 
Porsche,911 Targa coupe 2dr,Sports,Europe,Rear," 95,95,625 "," 83,91,000 ", 3.60 , 6 , 315 , 18 , 26 ," 3,119 ", 93 , 175 ,1, 6 
Jaguar,XJR 4dr,Sedan,Europe,Rear," 93,74,375 "," 85,38,250 ", 4.20 , 8 , 390 , 17 , 24 ," 3,948 ", 119 , 200 ,1, 6 
Jaguar,XK8 convertible 2dr,Sports,Europe,Rear," 93,74,375 "," 85,38,250 ", 4.20 , 8 , 294 , 18 , 26 ," 3,980 ", 102 , 187 ,1, 6 
Volkswagen,Phaeton W12 4dr,Sedan,Europe,Front," 93,75,000 "," 86,41,250 ", 6.00 , 12 , 420 , 12 , 19 ," 5,399 ", 118 , 204 ,1, 6 
Mercedes-Benz,S430 4dr,Sedan,Europe,Rear," 92,90,000 "," 86,46,000 ", 4.30 , 8 , 275 , 18 , 26 ," 4,160 ", 122 , 203 ,1, 6 
Porsche,911 Carrera convertible 2dr (coupe),Sports,Europe,Rear," 98,95,625 "," 86,53,625 ", 3.60 , 6 , 315 , 18 , 26 ," 3,135 ", 93 , 175 ,1, 6 
Cadillac,XLR convertible 2dr,Sports,USA,Rear," 95,25,000 "," 88,18,250 ", 4.60 , 8 , 320 , 17 , 25 ," 3,647 ", 106 , 178 ,1, 6 
Mercedes-Benz,G500,SUV,Europe,All," 96,08,750 "," 89,42,500 ", 5.00 , 8 , 292 , 13 , 14 ," 5,423 ", 112 , 186 ,1, 6 
Porsche,911 Carrera 4S coupe 2dr (convert),Sports,Europe,All," 1,05,20,625 "," 90,25,750 ", 3.60 , 6 , 315 , 17 , 24 ," 3,240 ", 93 , 175 ,1, 6 
Dodge,Viper SRT-10 convertible 2dr,Sports,USA,Rear," 1,02,24,375 "," 93,06,375 ", 8.30 , 10 , 500 , 12 , 20 ," 3,410 ", 99 , 176 ,1, 6 
Jaguar,XKR coupe 2dr,Sports,Europe,Rear," 1,02,49,375 "," 93,34,500 ", 4.20 , 8 , 390 , 16 , 23 ," 3,865 ", 102 , 187 ,1, 6 
Audi,RS 6 4dr,Sports,Europe,Front," 1,05,75,000 "," 95,52,125 ", 4.20 , 8 , 450 , 15 , 22 ," 4,024 ", 109 , 191 ,1, 6 
Jaguar,XKR convertible 2dr,Sports,Europe,Rear," 1,08,74,375 "," 99,03,250 ", 4.20 , 8 , 390 , 16 , 23 ," 4,042 ", 102 , 187 ,1, 6 
Acura,NSX coupe 2dr manual S,Sports,Asia,Rear," 1,12,20,625 "," 99,97,250 ", 3.20 , 6 , 290 , 17 , 24 ," 3,153 ", 100 , 174 ,1, 6 
Mercedes-Benz,S500 4dr,Sedan,Europe,All," 1,08,71,250 "," 1,01,17,375 ", 5.00 , 8 , 302 , 16 , 24 ," 4,390 ", 122 , 203 ,1, 6 
Mercedes-Benz,SL500 convertible 2dr,Sports,Europe,Rear," 1,13,15,000 "," 1,05,40,625 ", 5.00 , 8 , 302 , 16 , 23 ," 4,065 ", 101 , 179 ,1, 6 
Mercedes-Benz,CL500 2dr,Sedan,Europe,Rear," 1,18,52,500 "," 1,10,40,500 ", 5.00 , 8 , 302 , 16 , 24 ," 4,085 ", 114 , 196 ,1, 6 
Mercedes-Benz,SL55 AMG 2dr,Sports,Europe,Rear," 1,52,21,250 "," 1,41,73,500 ", 5.50 , 8 , 493 , 14 , 21 ," 4,235 ", 101 , 179 ,1, 6 
Mercedes-Benz,SL600 convertible 2dr,Sports,Europe,Rear," 1,58,33,750 "," 1,47,31,750 ", 5.50 , 12 , 493 , 13 , 19 ," 4,429 ", 101 , 179 ,1, 6 
Mercedes-Benz,CL600 2dr,Sedan,Europe,Rear," 1,60,52,500 "," 1,49,50,000 ", 5.50 , 12 , 493 , 13 , 19 ," 4,473 ", 114 , 196 ,1, 6 
Porsche,911 GT2 2dr,Sports,Europe,Rear," 2,40,58,125 "," 2,16,95,000 ", 3.60 , 6 , 477 , 17 , 24 ," 3,131 ", 93 , 175 ,1, 6 
