ds,y
2008-01-01,4.804021045
2008-01-02,5.379897354
2008-01-03,5.659482216
2008-01-04,5.598421959
2008-01-05,5.278114659
2008-01-06,5.313205979
2008-01-07,5.673323267
2008-01-08,5.733341277
2008-01-09,5.811140993
2008-01-10,5.880532986
2008-01-11,5.645446898
2008-01-12,5.407171771
2008-01-13,5.323009979
2008-01-14,5.953243334
2008-01-15,5.910796644
2008-01-16,6.049733455
2008-01-17,6.011267174
2008-01-18,5.958424693
2008-01-19,5.370638028
2008-01-20,5.666426688
2008-01-21,6.261491684
2008-01-22,5.942799375
2008-01-23,6.089044875
2008-01-24,5.966146739
2008-01-25,5.916202063
2008-01-26,5.407171771
2008-01-27,5.488937726
2008-01-28,5.891644212
2008-01-29,5.958424693
2008-01-30,5.976350909
2008-02-01,6.159095388
2008-02-02,5.424950017
2008-02-03,5.420534999
2008-02-04,5.916202063
2008-02-05,6.033086222
2008-02-06,6.003887067
2008-02-07,5.894402834
2008-02-08,6.001414878
2008-02-09,5.590986981
2008-02-10,5.609471795
2008-02-11,6.216606101
2008-02-12,6.09356977
2008-02-13,6.040254711
2008-02-14,6.02827852
2008-02-15,5.874930731
2008-02-16,5.613128106
2008-02-17,5.517452896
2008-02-18,6.01615716
2008-02-19,6.173786104
2008-02-20,6.11146734
2008-02-21,6.033086222
2008-02-22,5.92157842
2008-02-23,5.533389489
2008-02-24,5.799092654
2008-02-25,6.070737728
2008-02-26,6.084499413
2008-02-27,6.126869184
2008-02-29,5.976350909
2008-03-02,5.587248658
2008-03-05,6.01615716
2008-03-06,5.978885765
2008-03-07,5.932245187
2008-03-08,5.605802066
2008-03-09,5.713732806
2008-03-10,6.115892125
2008-03-11,6.182084907
2008-03-12,6.126869184
2008-03-13,6.100318952
2008-03-14,6.139884552
2008-03-15,5.673323267
2008-03-16,5.743003188
2008-03-17,6.102558595
2008-03-18,6.033086222
2008-03-19,6.210600077
2008-03-20,6.12905021
2008-03-21,5.945420609
2008-03-22,5.602118821
2008-03-23,5.568344504
2008-03-24,5.826000107
2008-03-25,6.182084907
2008-03-26,6.047372179
2008-03-27,6.104793232
2008-03-28,6.025865974
2008-03-29,5.676753802
2008-03-30,5.755742214
2008-03-31,6.263398263
2008-04-01,6.137727054
2008-04-02,6.107022888
2008-04-03,6.190315406
2008-04-04,6.042632834
2008-04-05,5.85220248
2008-04-06,5.84932478
2008-04-07,6.09356977
2008-04-08,6.232448017
2008-04-09,6.21860012
2008-04-10,6.154858094
2008-04-11,6.29156914
2008-04-12,5.690359454
2008-04-13,5.765191103
2008-04-14,6.226536669
2008-04-15,6.272877007
2008-04-16,6.280395839
2008-04-17,6.263398263
2008-04-18,6.109247583
2008-04-19,5.638354669
2008-04-20,5.669880923
2008-04-21,6.133398043
2008-04-22,6.265301213
2008-04-23,6.107022888
2008-04-24,6.182084907
2008-04-25,6.180016654
2008-04-26,5.840641657
2008-04-27,5.768320996
2008-04-28,6.324358962
2008-04-29,6.251903883
2008-04-30,6.263398263
2008-05-01,6.089044875
2008-05-02,6.173786104
2008-05-03,5.697093487
2008-05-04,5.908082938
2008-05-05,6.33150185
2008-05-06,6.535241271
2008-05-07,6.246106765
2008-05-08,6.216606101
2008-05-09,6.261491684
2008-05-10,5.998936562
2008-05-11,6.033086222
2008-05-12,6.22059017
2008-05-13,6.37331979
2008-05-14,6.308098442
2008-05-15,6.095824562
2008-05-16,5.991464547
2008-05-17,5.170483995
2008-05-18,5.017279837
2008-05-19,5.393627546
2008-05-20,5.587248658
2008-05-21,5.659482216
2008-05-22,5.365976015
2008-05-23,5.327876169
2008-05-24,4.976733742
2008-05-25,5.327876169
2008-05-26,5.192956851
2008-05-27,5.583496309
2008-05-28,5.484796933
2008-05-29,5.666426688
2008-05-30,5.774551546
2008-05-31,5.204006687
2008-06-03,5.545177444
2008-06-04,5.587248658
2008-06-05,5.666426688
2008-06-06,5.676753802
2008-06-07,5.420534999
2008-06-08,5.068904202
2008-06-09,5.351858133
2008-06-10,6.156978986
2008-06-11,6.156978986
2008-06-12,6.785587645
2008-06-13,6.997595983
2008-06-14,7.01571242
2008-06-15,6.688354714
2008-06-16,6.675823222
2008-06-17,7.045776577
2008-06-18,7.080867897
2008-06-19,7.064759028
2008-06-20,7.137278437
2008-06-21,6.967909202
2008-06-22,6.356107661
2008-06-23,6.386879319
2008-06-24,6.763884909
2008-06-25,6.931471806
2008-06-26,7.19142933
2008-06-27,7.183870715
2008-06-28,7.142036575
2008-06-29,6.246106765
2008-06-30,5.313205979
2008-07-02,6.398594935
2008-07-03,6.363028104
2008-07-04,6.192362489
2008-07-05,5.613128106
2008-07-06,5.433722004
2008-07-07,5.908082938
2008-07-08,5.65248918
2008-07-09,5.556828062
2008-07-10,5.583496309
2008-07-11,5.176149733
2008-07-12,4.890349128
2008-08-01,5.267858159
2008-08-02,5.424950017
2008-08-03,5.955837369
2008-08-04,6.336825731
2008-08-05,6.329720906
2008-08-06,6.255750042
2008-08-07,6.263398263
2008-08-08,6.104793232
2008-08-09,5.765191103
2008-08-10,5.774551546
2008-08-11,6.184148891
2008-08-12,6.251903883
2008-08-13,6.180016654
2008-08-14,6.139884552
2008-08-15,6.059123196
2008-08-16,5.66296048
2008-08-17,5.673323267
2008-08-18,6.104793232
2008-08-19,6.206575927
2008-08-20,6.278521424
2008-08-21,6.309918278
2008-08-22,6.013715156
2008-08-23,6.126869184
2008-08-24,5.902633333
2008-08-25,6.320768294
2008-08-26,6.274762021
2008-08-27,6.413458957
2008-08-28,6.388561406
2008-08-29,6.200509174
2008-08-30,5.598421959
2008-08-31,5.771441123
2008-09-01,6.107022888
2008-09-02,6.410174882
2008-09-03,6.450470422
2008-09-04,6.498282149
2008-09-05,6.345636361
2008-09-06,5.805134969
2008-09-07,5.802118375
2008-09-08,5.771441123
2008-09-09,6.091309882
2008-09-10,6.154858094
2008-09-11,6.276643489
2008-09-12,6.380122537
2008-09-13,5.908082938
2008-09-14,5.96870756
2008-09-15,6.356107661
2008-09-16,6.336825731
2008-09-17,6.426488457
2008-09-18,6.368187186
2008-09-19,6.408528791
2008-09-20,5.771441123
2008-09-21,5.379897354
2008-09-22,5.913503006
2008-09-23,5.755742214
2008-09-24,5.877735782
2008-09-25,5.749392986
2008-09-26,5.463831805
2008-09-27,5.880532986
2008-09-28,5.872117789
2008-09-29,6.23636959
2008-09-30,6.018593214
2008-10-01,5.860786223
2008-10-02,5.686975356
2008-10-03,6.018593214
2008-10-04,5.973809612
2008-10-05,5.897153868
2008-10-06,6.302618976
2008-10-07,6.380122537
2008-10-08,6.436150368
2008-10-09,6.32256524
2008-10-10,5.998936562
2008-10-11,5.293304825
2008-10-12,5.017279837
2008-10-13,5.384495063
2008-10-14,5.598421959
2008-10-15,5.717027701
2008-10-16,5.613128106
2008-10-17,5.424950017
2008-10-18,4.990432587
2008-10-19,4.955827058
2008-10-20,5.564520407
2008-10-23,5.505331536
2008-10-24,5.342334252
2008-10-25,5.017279837
2008-10-26,5.164785974
2008-10-27,5.517452896
2008-10-28,5.505331536
2008-10-29,5.398162702
2008-10-30,5.476463552
2008-10-31,5.384495063
2008-11-01,5.049856007
2008-11-02,4.919980926
2008-11-03,5.298317367
2008-11-04,5.497168225
2008-11-05,5.313205979
2008-11-06,6.612041035
2008-11-07,5.686975356
2008-11-08,5.438079309
2008-11-09,6.08221891
2008-11-10,6.226536669
2008-11-11,6.472346295
2008-11-12,6.516193076
2008-11-13,6.364750757
2008-11-14,6.333279628
2008-11-15,5.897153868
2008-11-16,5.877735782
2008-11-17,6.33150185
2008-11-18,6.342121419
2008-11-19,6.453624999
2008-11-20,6.356107661
2008-11-21,6.289715571
2008-11-22,6.089044875
2008-11-23,6.061456919
2008-11-24,6.32256524
2008-11-25,6.371611847
2008-11-26,6.317164687
2008-11-27,6.295266001
2008-11-28,6.12249281
2008-11-29,6.033086222
2008-11-30,6.011267174
2008-12-01,6.280395839
2008-12-02,6.426488457
2008-12-03,6.398594935
2008-12-04,6.385194399
2008-12-05,6.37502482
2008-12-06,6.042632834
2008-12-07,6.163314804
2008-12-08,6.306275287
2008-12-09,6.298949247
2008-12-10,6.336825731
2008-12-11,6.202535517
2008-12-12,6.289715571
2008-12-13,5.877735782
2008-12-14,5.953243334
2008-12-15,6.234410726
2008-12-16,6.257667588
2008-12-17,6.22059017
2008-12-18,6.295266001
2008-12-19,6.194405391
2008-12-20,5.645446898
2008-12-21,5.743003188
2008-12-22,6.284134161
2008-12-23,6.033086222
2008-12-24,5.762051383
2008-12-25,5.525452939
2008-12-26,5.638354669
2008-12-27,5.752572639
2008-12-28,5.65248918
2008-12-29,5.988961417
2008-12-30,5.932245187
2008-12-31,5.913503006
2009-01-01,5.556828062
2009-01-02,5.85220248
2009-01-03,5.955837369
2009-01-04,6.063785209
2009-01-05,6.326149473
2009-01-06,6.238324625
2009-01-07,8.568646473
2009-01-08,8.640648995
2009-01-09,7.589335823
2009-01-10,6.941190055
2009-01-11,6.710523109
2009-01-12,7.270312886
2009-01-13,7.197435354
2009-01-14,6.964135612
2009-01-15,6.742880636
2009-01-16,6.728628613
2009-01-17,6.43775165
2009-01-18,6.270988432
2009-01-19,6.799055862
2009-01-20,6.705639095
2009-01-21,6.705639095
2009-01-22,6.781057626
2009-01-23,6.56667243
2009-01-24,6.311734809
2009-01-25,6.263398263
2009-01-26,6.687108608
2009-01-27,6.684611728
2009-01-28,6.70073111
2009-01-29,6.775366091
2009-01-30,6.693323668
2009-01-31,6.376726948
2009-02-01,6.356107661
2009-02-02,6.687108608
2009-02-03,6.742880636
2009-02-04,6.752270376
2009-02-05,6.774223886
2009-02-06,6.759255271
2009-02-07,6.306275287
2009-02-08,6.37331979
2009-02-09,6.529418838
2009-02-10,6.64118217
2009-02-11,6.727431725
2009-02-12,6.582025139
2009-02-13,6.548219103
2009-02-14,6.146329258
2009-02-15,6.240275845
2009-02-16,6.621405652
2009-02-17,6.778784898
2009-02-18,6.674561392
2009-02-19,6.744059186
2009-02-20,7.07834158
2009-02-21,6.536691598
2009-02-22,6.265301213
2009-02-23,6.65415252
2009-02-24,6.626717749
2009-02-25,6.625392368
2009-02-26,6.782192056
2009-02-27,6.647688374
2009-02-28,6.232448017
2009-03-01,6.29156914
2009-03-02,6.65544035
2009-03-03,6.678342115
2009-03-04,6.955592608
2009-03-05,6.822197391
2009-03-06,6.722629795
2009-03-07,6.333279628
2009-03-08,6.272877007
2009-03-09,6.678342115
2009-03-10,6.651571874
2009-03-11,6.65544035
2009-03-12,6.647688374
2009-03-13,6.575075841
2009-03-14,6.184148891
2009-03-15,6.270988432
2009-03-16,6.629363253
2009-03-17,6.646390515
2009-03-18,6.575075841
2009-03-19,6.568077911
2009-03-20,6.593044534
2009-03-21,6.091309882
2009-03-22,6.03787092
2009-03-23,6.618738984
2009-03-24,6.697034248
2009-03-25,6.580639137
2009-03-26,6.542471961
2009-03-27,6.525029658
2009-03-28,5.948034989
2009-03-29,5.513428746
2009-03-30,5.988961417
2009-03-31,6.095824562
2009-04-01,6.09356977
2009-04-02,6.423246964
2009-04-03,6.369900983
2009-04-04,6.104793232
2009-04-05,6.011267174
2009-04-06,6.453624999
2009-04-07,6.527957918
2009-04-08,6.549650742
2009-04-09,6.572282543
2009-04-10,6.285998095
2009-04-11,5.96100534
2009-04-12,5.988961417
2009-04-13,6.282266747
2009-04-14,6.406879986
2009-04-15,6.721425701
2009-04-16,6.549650742
2009-04-17,6.37331979
2009-04-18,6.052089169
2009-04-19,6.077642243
2009-04-20,6.517671273
2009-04-21,6.456769656
2009-04-22,6.530877628
2009-04-23,6.51174533
2009-04-24,6.453624999
2009-04-25,6.259581464
2009-04-26,6.17586727
2009-04-27,6.368187186
2009-04-28,6.539585956
2009-04-29,6.517671273
2009-04-30,6.501289671
2009-05-01,6.395261598
2009-05-02,6.003887067
2009-05-03,6.025865974
2009-05-04,6.444131257
2009-05-05,6.522092798
2009-05-06,6.548219103
2009-05-07,6.501289671
2009-05-08,6.520621128
2009-05-09,6.06610809
2009-05-10,6.00635316
2009-05-11,6.570882962
2009-05-12,6.692083743
2009-05-13,6.634633358
2009-05-14,6.618738984
2009-05-15,6.561030666
2009-05-16,6.148468296
2009-05-17,6.21860012
2009-05-18,6.573680167
2009-05-19,6.647688374
2009-05-20,6.591673732
2009-05-21,6.575075841
2009-05-22,6.476972363
2009-05-23,6.077642243
2009-05-24,6.008813185
2009-05-25,6.298949247
2009-05-26,6.739336627
2009-05-27,6.651571874
2009-05-28,6.682108597
2009-05-29,6.476972363
2009-05-30,6.131226489
2009-05-31,6.173786104
2009-06-01,6.536691598
2009-06-02,6.652863029
2009-06-03,6.629363253
2009-06-04,6.70073111
2009-06-05,6.489204931
2009-06-06,6.059123196
2009-06-07,5.981414211
2009-06-08,6.459904454
2009-06-09,6.629363253
2009-06-10,6.563855527
2009-06-11,6.562444094
2009-06-12,6.436150368
2009-06-13,6.054439346
2009-06-14,6.042632834
2009-06-15,6.522092798
2009-06-16,6.530877628
2009-06-17,6.514712691
2009-06-18,6.450470422
2009-06-19,6.320768294
2009-06-20,5.888877958
2009-06-21,5.981414211
2009-06-22,6.343880434
2009-06-23,6.456769656
2009-06-24,6.608000625
2009-06-25,6.473890696
2009-06-26,6.366470448
2009-06-27,5.978885765
2009-06-28,6.00635316
2009-06-29,6.463029457
2009-06-30,6.516193076
2009-07-01,6.51174533
2009-07-02,6.378426184
2009-07-03,6.224558429
2009-07-04,5.929589143
2009-07-05,5.831882477
2009-07-06,6.508769137
2009-07-07,6.588926478
2009-07-08,6.556778356
2009-07-09,6.476972363
2009-07-10,6.486160789
2009-07-11,5.958424693
2009-07-12,5.910796644
2009-07-13,6.455198563
2009-07-14,6.472346295
2009-07-15,6.577861358
2009-07-16,6.535241271
2009-07-17,6.507277712
2009-07-18,6.095824562
2009-07-19,6.042632834
2009-07-20,6.601230119
2009-07-21,6.630683386
2009-07-22,7.212294469
2009-07-23,6.945051064
2009-07-24,6.612041035
2009-07-25,6.021023349
2009-07-26,6.11146734
2009-07-27,6.617402978
2009-07-28,6.766191715
2009-07-29,6.727431725
2009-07-30,6.7310181
2009-07-31,6.489204931
2009-08-01,6.139884552
2009-08-02,6.171700597
2009-08-03,6.584791392
2009-08-04,6.66057515
2009-08-05,6.622736324
2009-08-06,6.651571874
2009-08-07,6.513230111
2009-08-08,6.261491684
2009-08-09,6.329720906
2009-08-10,6.646390515
2009-08-11,6.661854741
2009-08-12,6.605297921
2009-08-13,6.56948142
2009-08-14,6.49677499
2009-08-15,6.056784013
2009-08-16,6.148468296
2009-08-17,6.64509097
2009-08-18,6.7310181
2009-08-19,6.642486801
2009-08-20,6.593044534
2009-08-21,6.552507887
2009-08-22,6.216606101
2009-08-23,6.09356977
2009-08-24,6.595780514
2009-08-25,6.717804695
2009-08-26,6.680854679
2009-08-27,6.701960366
2009-08-28,6.646390515
2009-08-29,6.327936784
2009-08-30,6.263398263
2009-08-31,6.684611728
2009-09-01,6.690842277
2009-09-02,6.961296046
2009-09-03,6.840546529
2009-09-04,6.650279049
2009-09-05,6.234410726
2009-09-06,6.216606101
2009-09-07,6.56667243
2009-09-08,6.754604099
2009-09-09,6.800170068
2009-09-10,6.805722553
2009-09-11,6.719013154
2009-09-12,6.263398263
2009-09-13,6.306275287
2009-09-14,6.748759547
2009-09-15,6.70073111
2009-09-16,6.722629795
2009-09-17,6.711740395
2009-09-18,6.763884909
2009-09-19,6.361302478
2009-09-20,6.263398263
2009-09-21,6.532334292
2009-09-22,6.720220155
2009-09-24,6.749931194
2009-09-28,6.50578406
2009-09-29,6.711740395
2009-09-30,6.701960366
2009-10-01,6.694562059
2009-10-02,6.830874235
2009-10-03,6.249975242
2009-10-04,6.345636361
2009-10-05,6.599870499
2009-10-06,6.638567789
2009-10-07,6.694562059
2009-10-08,6.768493212
2009-10-09,6.64509097
2009-10-10,6.356107661
2009-10-11,6.378426184
2009-10-12,6.66949809
2009-10-13,6.674561392
2009-10-17,6.216606101
2009-10-18,6.200509174
2009-10-19,6.616065185
2009-10-20,6.711740395
2009-10-21,6.785587645
2009-10-22,6.739336627
2009-10-23,6.673297968
2009-10-24,6.208590026
2009-10-25,6.261491684
2009-10-26,6.634633358
2009-10-27,6.705639095
2009-10-28,6.786716951
2009-10-29,6.735780014
2009-10-30,6.605297921
2009-10-31,6.180016654
2009-11-01,6.269096284
2009-11-02,6.50578406
2009-11-03,6.787844982
2009-11-04,6.849066283
2009-11-05,6.866933284
2009-11-06,6.646390515
2009-11-07,6.276643489
2009-11-08,6.447305863
2009-11-09,6.66440902
2009-11-10,6.698268054
2009-11-11,6.749931194
2009-11-12,6.741700695
2009-11-13,6.672032945
2009-11-14,6.306275287
2009-11-16,6.739336627
2009-11-17,6.490723535
2009-11-18,6.575075841
2009-11-19,6.643789733
2009-11-20,6.638567789
2009-11-21,6.230481448
2009-11-23,6.719013154
2009-11-24,6.595780514
2009-11-25,6.469250317
2009-11-26,6.380122537
2009-11-27,6.398594935
2009-11-28,6.228511004
2009-11-29,6.255750042
2009-11-30,6.591673732
2009-12-01,6.598509029
2009-12-02,6.626717749
2009-12-03,6.626717749
2009-12-04,6.616065185
2009-12-05,6.126869184
2009-12-06,6.228511004
2009-12-07,6.533788838
2009-12-08,6.473890696
2009-12-09,6.558197803
2009-12-10,6.517671273
2009-12-11,6.513230111
2009-12-12,6.249975242
2009-12-13,6.216606101
2009-12-14,6.426488457
2009-12-15,6.376726948
2009-12-16,6.499787041
2009-12-17,6.593044534
2009-12-18,6.502790046
2009-12-19,6.049733455
2009-12-20,6.052089169
2009-12-21,6.490723535
2009-12-22,6.555356892
2009-12-23,6.49677499
2009-12-24,6.025865974
2009-12-25,5.789960171
2009-12-26,5.837730447
2009-12-27,5.92157842
2009-12-28,6.224558429
2009-12-29,6.265301213
2009-12-30,6.188264123
2009-12-31,6.200509174
2010-01-01,5.886104031
2010-01-02,5.953243334
2010-01-03,5.96870756
2010-01-04,6.182084907
2010-01-05,6.413458957
2010-01-06,6.539585956
2010-01-07,6.753437919
2010-01-08,6.579251212
2010-01-09,6.333279628
2010-01-10,6.478509642
2010-01-11,6.692083743
2010-01-12,6.787844982
2010-01-13,6.697034248
2010-01-14,6.646390515
2010-01-15,6.816735881
2010-01-16,6.304448802
2010-01-17,6.386879319
2010-01-18,6.674561392
2010-01-19,6.89060912
2010-01-20,6.859614904
2010-01-21,6.925595197
2010-01-22,6.857514063
2010-01-25,6.953684211
2010-01-26,6.865891075
2010-01-27,6.886531643
2010-01-28,6.823286122
2010-01-29,6.767343125
2010-01-30,6.447305863
2010-01-31,6.487684018
2010-02-01,6.900730664
2010-02-02,6.851184927
2010-02-03,6.923628628
2010-02-04,6.988413182
2010-02-05,6.88857246
2010-02-06,6.502790046
2010-02-07,6.504288174
2010-02-09,6.80461452
2010-02-10,6.903747258
2010-02-11,6.958448393
2010-02-12,6.878326468
2010-02-13,6.464588304
2010-02-14,6.342121419
2010-02-15,6.665683718
2010-02-16,6.854354502
2010-02-17,6.791221463
2010-02-18,6.84694314
2010-02-19,6.690842277
2010-02-20,6.561030666
2010-02-21,6.432940093
2010-02-22,6.786716951
2010-02-24,6.818924065
2010-02-25,6.788971743
2010-02-26,6.744059186
2010-02-27,6.588926478
2010-02-28,6.498282149
2010-03-01,6.727431725
2010-03-02,6.965080346
2010-03-03,6.820016365
2010-03-04,6.902742737
2010-03-05,7.033506484
2010-03-06,6.527957918
2010-03-07,6.492239835
2010-03-08,6.841615476
2010-03-09,6.878326468
2010-03-10,6.878326468
2010-03-11,6.899723107
2010-03-12,6.869014451
2010-03-13,6.621405652
2010-03-14,6.473890696
2010-03-15,6.753437919
2010-03-16,6.784457063
2010-03-17,6.923628628
2010-03-18,6.892641641
2010-03-19,6.776506992
2010-03-20,6.498282149
2010-03-21,6.486160789
2010-03-22,6.746412129
2010-03-23,6.694562059
2010-03-24,6.763884909
2010-03-25,6.833031733
2010-03-26,6.831953566
2010-03-27,6.562444094
2010-03-28,6.383506635
2010-03-29,6.754604099
2010-03-30,6.854354502
2010-03-31,6.820016365
2010-04-01,6.775366091
2010-04-02,6.650279049
2010-04-03,6.381816017
2010-04-04,6.349138991
2010-04-05,6.576469569
2010-04-06,6.732210706
2010-04-07,6.845879875
2010-04-08,6.781057626
2010-04-09,6.774223886
2010-04-10,6.378426184
2010-04-11,6.480044562
2010-04-12,6.893656355
2010-04-13,6.879355804
2010-04-14,6.793466133
2010-04-15,6.799055862
2010-04-16,6.821107472
2010-04-17,6.584791392
2010-04-18,6.562444094
2010-04-19,6.863803391
2010-04-20,6.851184927
2010-04-21,6.797940413
2010-04-22,6.852242569
2010-04-23,6.891625897
2010-04-24,6.499787041
2010-04-25,6.575075841
2010-04-26,7.286876412
2010-04-27,7.38274645
2010-04-28,6.882437471
2010-04-29,6.957497371
2010-04-30,6.943122423
2010-05-01,6.586171655
2010-05-02,6.514712691
2010-05-03,6.906754779
2010-05-04,6.921658184
2010-05-05,6.937314081
2010-05-06,7.060476366
2010-05-07,7.041411664
2010-05-08,6.598509029
2010-05-09,6.450470422
2010-05-10,6.878326468
2010-05-11,6.928537818
2010-05-12,6.88550967
2010-05-13,6.587550015
2010-05-14,6.70930434
2010-05-15,6.552507887
2010-05-16,6.380122537
2010-05-17,6.769641977
2010-05-18,6.539585956
2010-05-19,6.599870499
2010-05-20,6.735780014
2010-05-21,6.725033642
2010-05-22,6.519147288
2010-05-23,6.490723535
2010-05-24,6.65929392
2010-05-25,6.762729507
2010-05-26,6.896694332
2010-05-27,6.754604099
2010-05-28,6.522092798
2010-05-29,6.352629396
2010-05-30,6.326149473
2010-05-31,6.525029658
2010-06-01,6.762729507
2010-06-02,6.84694314
2010-06-03,6.849066283
2010-06-04,6.749931194
2010-06-05,6.548219103
2010-06-06,6.363028104
2010-06-07,6.782192056
2010-06-08,6.814542897
2010-06-09,6.754604099
2010-06-10,6.705639095
2010-06-11,6.261491684
2010-06-12,4.934473933
2010-06-13,4.510859507
2010-06-14,5.010635294
2010-06-15,6.06610809
2010-06-16,6.293419279
2010-06-17,6.650279049
2010-06-18,6.630683386
2010-06-19,6.369900983
2010-06-20,6.333279628
2010-06-21,6.693323668
2010-06-22,6.630683386
2010-06-23,6.601230119
2010-06-24,6.54534966
2010-06-25,6.445719819
2010-06-27,5.111987788
2010-06-29,6.661854741
2010-06-30,6.643789733
2010-07-01,6.620073207
2010-07-02,6.736966958
2010-07-03,6.171700597
2010-07-04,6.09356977
2010-07-06,6.610696045
2010-07-11,6.200509174
2010-07-12,6.551080335
2010-07-13,6.698268054
2010-07-14,6.637258031
2010-07-15,6.710523109
2010-07-16,6.59441346
2010-07-17,6.204557763
2010-07-18,6.063785209
2010-07-19,7.116394144
2010-07-20,6.958448393
2010-07-21,6.725033642
2010-07-22,6.950814768
2010-07-23,7.01301579
2010-07-24,6.533788838
2010-07-25,6.542471961
2010-07-26,7.048386409
2010-07-27,7.075808864
2010-07-28,7.03966035
2010-07-29,7.063903961
2010-07-30,6.947937069
2010-07-31,6.617402978
2010-08-01,6.501289671
2010-08-02,7.037027615
2010-08-03,7.480428306
2010-08-04,7.261927093
2010-08-05,7.100851909
2010-08-06,7.041411664
2010-08-07,6.751101469
2010-08-08,6.590301048
2010-08-09,7.13009851
2010-08-10,7.142036575
2010-08-11,7.178545484
2010-08-12,7.049254841
2010-08-13,6.985641818
2010-08-14,6.50578406
2010-08-15,6.591673732
2010-08-16,7.110696123
2010-08-17,7.114769448
2010-08-18,7.077498054
2010-08-19,7.101675972
2010-08-20,6.93439721
2010-08-21,6.622736324
2010-08-22,6.697034248
2010-08-23,7.058758153
2010-08-24,7.154615357
2010-08-25,7.093404626
2010-08-26,7.149916836
2010-08-27,7.022868086
2010-08-28,6.620073207
2010-08-29,6.66949809
2010-08-30,7.115582126
2010-08-31,7.249925537
2010-09-01,7.245655068
2010-09-02,7.237059026
2010-09-03,7.094234846
2010-09-04,6.766191715
2010-09-05,6.639875834
2010-09-06,7.028201432
2010-09-07,7.134890852
2010-09-08,7.312553498
2010-09-09,7.239214974
2010-09-10,7.031741259
2010-09-11,6.678342115
2010-09-12,6.748759547
2010-09-13,7.189922171
2010-09-14,7.26612878
2010-09-15,7.308542798
2010-09-16,7.29301768
2010-09-17,7.185387016
2010-09-18,6.698268054
2010-09-19,6.833031733
2010-09-20,7.221835825
2010-09-21,7.244941546
2010-09-22,7.180069874
2010-09-23,7.152268856
2010-09-24,7.165493475
2010-09-25,6.767343125
2010-09-26,6.816735881
2010-09-27,7.19142933
2010-09-28,7.324489979
