ds,y
2010-09-29,7.262628601
2010-09-30,7.201916318
2010-10-01,7.160845907
2010-10-02,6.879355804
2010-10-03,6.790097236
2010-10-04,7.263329617
2010-10-05,7.229838778
2010-10-06,7.282073658
2010-10-07,7.203405521
2010-10-08,7.092573716
2010-10-09,6.638567789
2010-10-10,6.680854679
2010-10-11,7.222566019
2010-10-12,7.220373837
2010-10-13,7.206377291
2010-10-14,7.238496841
2010-10-15,7.091742115
2010-10-16,6.900730664
2010-10-17,6.896694332
2010-10-18,7.10824414
2010-10-19,7.239214974
2010-10-20,7.229113878
2010-10-21,7.21303166
2010-10-22,7.157735484
2010-10-23,6.836259277
2010-10-24,6.785587645
2010-10-25,7.199678346
2010-10-26,7.375255778
2010-10-27,7.370860167
2010-10-28,7.40731771
2010-10-29,7.237778192
2010-10-30,6.742880636
2010-10-31,6.884486652
2010-11-01,7.235619141
2010-11-02,7.195937226
2010-11-03,7.145984468
2010-11-04,7.313886832
2010-11-05,7.187657164
2010-11-06,6.777646594
2010-11-07,6.921658184
2010-11-08,7.166265974
2010-11-09,7.218176838
2010-11-10,7.285506549
2010-11-11,7.221105098
2010-11-12,7.189167738
2010-11-13,6.754604099
2010-11-14,6.727431725
2010-11-15,7.048386409
2010-11-16,7.208600338
2010-11-17,7.221835825
2010-11-18,7.241366283
2010-11-19,7.097548851
2010-11-20,6.81014245
2010-11-21,6.779921907
2010-11-22,7.143617603
2010-11-23,7.155396302
2010-11-24,7.126890809
2010-11-25,6.915723449
2010-11-26,6.997595983
2010-11-27,6.65929392
2010-11-28,6.717804695
2010-11-29,7.056175284
2010-11-30,7.204149292
2010-12-01,7.25629724
2010-12-02,7.14440718
2010-12-03,7.054449658
2010-12-04,6.783325201
2010-12-05,6.821107472
2010-12-06,7.137278437
2010-12-07,7.157735484
2010-12-08,7.092573716
2010-12-09,7.164720379
2010-12-10,7.106606138
2010-12-11,6.708084084
2010-12-12,6.742880636
2010-12-13,7.138867
2010-12-14,7.3524411
2010-12-15,7.255591274
2010-12-16,7.197435354
2010-12-17,6.91968385
2010-12-18,6.792344427
2010-12-19,6.797940413
2010-12-20,6.988413182
2010-12-21,6.971668605
2010-12-22,7.20489251
2010-12-23,6.862757913
2010-12-24,6.439350371
2010-12-25,6.317164687
2010-12-26,6.398594935
2010-12-27,6.673297968
2010-12-28,6.908754779
2010-12-29,6.942156706
2010-12-30,6.822197391
2010-12-31,6.492239835
2011-01-01,6.466144724
2011-01-02,6.620073207
2011-01-03,6.975413927
2011-01-04,7.04053639
2011-01-05,7.071573364
2011-01-06,7.035268599
2011-01-07,7.074963198
2011-01-08,6.739336627
2011-01-09,6.735780014
2011-01-10,7.142036575
2011-01-11,7.212294469
2011-01-12,7.236339343
2011-01-13,7.180831199
2011-01-14,7.189167738
2011-01-15,6.767343125
2011-01-16,6.769641977
2011-01-17,7.140453043
2011-01-18,7.344072851
2011-01-19,7.326465614
2011-01-20,7.313886832
2011-01-21,7.168579897
2011-01-22,6.935370446
2011-01-23,6.88857246
2011-01-24,7.228388452
2011-01-25,7.262628601
2011-01-26,7.298445102
2011-01-27,7.225481473
2011-01-28,7.260522598
2011-01-29,6.863803391
2011-01-30,6.985641818
2011-01-31,7.33628566
2011-02-01,7.271703707
2011-02-02,7.273092596
2011-02-03,7.385230923
2011-02-04,7.29301768
2011-02-05,6.797940413
2011-02-06,6.893656355
2011-02-07,7.257002707
2011-02-08,7.200424893
2011-02-09,7.270312886
2011-02-10,7.209340257
2011-02-11,7.199678346
2011-02-12,6.884486652
2011-02-13,6.794586581
2011-02-14,7.186144305
2011-02-15,7.226936018
2011-02-16,7.295735073
2011-02-17,7.272398393
2011-02-18,7.187657164
2011-02-19,6.816735881
2011-02-20,6.91671502
2011-02-21,7.275864601
2011-02-22,7.263329617
2011-02-23,7.168579897
2011-02-24,7.327780538
2011-02-25,7.145984468
2011-02-26,6.776506992
2011-02-27,6.906754779
2011-02-28,7.401841579
2011-03-01,7.395107547
2011-03-02,7.349873705
2011-03-03,7.265429723
2011-03-04,7.227662499
2011-03-05,6.869014451
2011-03-06,6.966024187
2011-03-07,7.272398393
2011-03-08,7.186144305
2011-03-09,7.401841579
2011-03-10,7.326465614
2011-03-11,7.192182059
2011-03-12,6.841615476
2011-03-13,6.91274282
2011-03-14,7.208600338
2011-03-15,7.23489842
2011-03-16,7.24636808
2011-03-17,7.175489714
2011-03-18,7.100851909
2011-03-19,6.818924065
2011-03-20,6.771935556
2011-03-21,7.21303166
2011-03-22,7.289610521
2011-03-23,7.339537695
2011-03-24,7.290974778
2011-03-25,7.111512116
2011-03-26,6.745236349
2011-03-27,6.733401892
2011-03-28,7.239932591
2011-03-29,7.232010332
2011-03-30,7.282073658
2011-03-31,7.359467638
2011-04-01,7.138867
2011-04-02,6.712956201
2011-04-03,6.807934944
2011-04-04,7.208600338
2011-04-05,7.241366283
2011-04-06,7.346655163
2011-04-07,7.311886164
2011-04-08,7.225481473
2011-04-09,6.728628613
2011-04-10,6.88550967
2011-04-11,7.325148958
2011-04-12,7.325148958
2011-04-13,7.244941546
2011-04-14,7.337587744
2011-04-15,7.155396302
2011-04-16,6.838405201
2011-04-17,7.791109511
2011-04-18,7.444833274
2011-04-19,7.387709239
2011-04-20,7.359467638
2011-04-21,7.227662499
2011-04-22,7.018401799
2011-04-23,6.818924065
2011-04-24,6.779921907
2011-04-25,7.0800265
2011-04-26,7.22329568
2011-04-27,7.280697195
2011-04-28,7.250635512
2011-04-29,7.068172
2011-04-30,6.781057626
2011-05-01,6.775366091
2011-05-02,7.156956365
2011-05-03,7.205635176
2011-05-04,7.18690102
2011-05-05,7.192182059
2011-05-06,7.104144093
2011-05-07,6.856461985
2011-05-08,6.827629235
2011-05-09,7.115582126
2011-05-10,7.226936018
2011-05-11,7.252762418
2011-05-12,7.221105098
2011-05-13,7.094234846
2011-05-14,6.65415252
2011-05-15,6.817830571
2011-05-16,7.172424577
2011-05-17,7.290974778
2011-05-18,7.294377299
2011-05-19,7.25981961
2011-05-20,7.163172391
2011-05-21,6.678342115
2011-05-22,6.752270376
2011-05-23,7.160069208
2011-05-24,7.192934221
2011-05-25,7.190676034
2011-05-26,7.202661197
2011-05-27,7.069874128
2011-05-28,6.666956792
2011-05-29,6.651571874
2011-05-30,6.943122423
2011-05-31,7.169350017
2011-06-01,7.177018766
2011-06-02,7.073269717
2011-06-03,7.062191632
2011-06-04,6.767343125
2011-06-05,6.706862337
2011-06-06,7.149916836
2011-06-07,7.14440718
2011-06-08,7.189922171
2011-06-09,7.120444372
2011-06-10,7.090909822
2011-06-11,6.672032945
2011-06-12,6.579251212
2011-06-13,7.070724107
2011-06-14,7.070724107
2011-06-15,7.296413269
2011-06-16,7.241366283
2011-06-17,7.170119543
2011-06-18,6.754604099
2011-06-19,6.874198495
2011-06-20,7.221835825
2011-06-21,7.323170718
2011-06-22,7.237778192
2011-06-23,7.216709487
2011-06-24,7.129297549
2011-06-25,6.776506992
2011-06-26,6.698268054
2011-06-27,7.133295955
2011-06-28,7.286191715
2011-06-29,7.214504414
2011-06-30,7.06646697
2011-07-01,7.086737935
2011-07-02,6.725033642
2011-07-03,6.584791392
2011-07-04,6.998509642
2011-07-05,7.13009851
2011-07-06,7.238496841
2011-07-07,7.215239979
2011-07-08,7.160845907
2011-07-09,6.647688374
2011-07-10,6.647688374
2011-07-11,7.104144093
2011-07-12,7.278628942
2011-07-13,7.155396302
2011-07-14,7.197435354
2011-07-15,7.001245622
2011-07-16,6.720220155
2011-07-17,6.749931194
2011-07-18,7.204149292
2011-07-19,7.264730178
2011-07-20,7.20489251
2011-07-21,7.122059882
2011-07-22,7.03966035
2011-07-23,6.65415252
2011-07-24,6.635946556
2011-07-25,7.153051635
2011-07-26,7.232010332
2011-07-27,7.232010332
2011-07-28,7.18690102
2011-07-29,7.086737935
2011-07-30,6.687108608
2011-07-31,6.697034248
2011-08-01,7.029087564
2011-08-02,7.198931241
2011-08-03,7.157735484
2011-08-04,7.192934221
2011-08-05,7.158513997
2011-08-06,6.788971743
2011-08-07,6.69950034
2011-08-08,7.106606138
2011-08-09,7.167037877
2011-08-10,7.186144305
2011-08-11,7.218176838
2011-08-12,7.021083964
2011-08-13,6.720220155
2011-08-14,6.753437919
2011-08-15,7.027314514
2011-08-16,7.160845907
2011-08-17,7.230563153
2011-08-18,7.094234846
2011-08-19,7.261225092
2011-08-20,6.822197391
2011-08-21,6.876264612
2011-08-22,7.257002707
2011-08-23,7.229838778
2011-08-24,7.22329568
2011-08-25,7.277938573
2011-08-26,7.200424893
2011-08-27,7.196686571
2011-08-28,6.944087208
2011-08-29,7.163946684
2011-08-30,7.307202315
2011-08-31,7.245655068
2011-09-01,7.271703707
2011-09-03,6.866933284
2011-09-04,6.844815479
2011-09-05,7.027314514
2011-09-06,7.228388452
2011-09-07,7.221105098
2011-09-08,7.242082359
2011-09-09,7.306531399
2011-09-10,6.957497371
2011-09-11,6.825460036
2011-09-12,7.086737935
2011-09-13,7.183111702
2011-09-14,7.157735484
2011-09-15,7.258412151
2011-09-16,7.145984468
2011-09-17,7.00488199
2011-09-18,6.80682936
2011-09-19,7.228388452
2011-09-20,7.193685818
2011-09-21,7.156956365
2011-09-22,7.279318835
2011-09-23,7.17395832
2011-09-24,7.084226422
2011-09-25,6.860663671
2011-09-26,7.177782416
2011-09-27,7.23489842
2011-09-28,7.199678346
2011-09-29,7.28276118
2011-09-30,7.259116128
2011-10-01,7.036148494
2011-10-02,6.928537818
2011-10-03,7.314552832
2011-10-04,7.475339237
2011-10-05,7.407924323
2011-10-06,7.305188215
2011-10-07,7.296413269
2011-10-08,7.062191632
2011-10-09,7.013915475
2011-10-10,7.241366283
2011-10-11,7.370230642
2011-10-12,7.363279587
2011-10-13,7.44775128
2011-10-14,7.472500745
2011-10-15,7.01571242
2011-10-16,6.905753276
2011-10-17,7.336936914
2011-10-18,7.363913501
2011-10-19,7.3524411
2011-10-21,7.266827348
2011-10-22,6.882437471
2011-10-23,6.926577033
2011-10-24,7.243512975
2011-10-25,7.258412151
2011-10-26,7.423568444
2011-10-27,7.420578905
2011-10-28,7.29301768
2011-10-29,6.910750788
2011-10-30,6.988413182
2011-10-31,7.302496424
2011-11-01,7.39387829
2011-11-02,7.515344571
2011-11-03,7.432483808
2011-11-04,7.360103973
2011-11-05,6.945051064
2011-11-06,7.047517221
2011-11-07,7.383368147
2011-11-08,7.467371067
2011-11-09,7.463936604
2011-11-10,7.499423291
2011-11-11,7.353081921
2011-11-12,6.987490247
2011-11-13,7.089243155
2011-11-14,7.409741954
2011-11-15,7.475905969
2011-11-16,7.500529485
2011-11-17,7.484930283
2011-11-18,7.325148958
2011-11-19,7.104144093
2011-11-20,6.98471632
2011-11-21,7.358193753
2011-11-22,7.454141078
2011-11-23,7.379632153
2011-11-24,7.283448229
2011-11-25,7.164720379
2011-11-26,7.008505182
2011-11-27,7.033506484
2011-11-28,7.484930283
2011-11-29,7.503289631
2011-11-30,7.401841579
2011-12-01,7.46565531
2011-12-02,7.340186835
2011-12-03,7.092573716
2011-12-04,7.080867897
2011-12-05,7.43838353
2011-12-06,7.377758908
2011-12-07,7.458762692
2011-12-08,7.417580402
2011-12-09,7.299121463
2011-12-10,7.590346946
2011-12-11,7.239932591
2011-12-12,7.342779189
2011-12-13,7.420578905
2011-12-14,7.399398083
2011-12-15,7.411556288
2011-12-16,7.299121463
2011-12-17,6.93439721
2011-12-18,6.893656355
2011-12-19,7.25981961
2011-12-20,7.239214974
2011-12-21,7.251344983
2011-12-22,7.189922171
2011-12-23,4.077537444
2011-12-26,6.09356977
2011-12-27,7.069023427
2011-12-28,7.183870715
2011-12-29,7.142827401
2011-12-30,6.925595197
2011-12-31,6.725033642
2012-01-01,6.675823222
2012-01-02,7.194436851
2012-01-03,7.36264527
2012-01-04,7.396948603
2012-01-05,7.374629015
2012-01-06,7.247080585
2012-01-07,7.010311867
2012-01-08,7.073269717
2012-01-09,7.437795122
2012-01-10,7.563200592
2012-01-11,7.582738489
2012-01-12,7.499976541
2012-01-13,7.488852956
2012-01-14,7.267525428
2012-01-15,7.095893221
2012-01-16,7.344072851
2012-01-17,7.452982329
2012-01-18,7.510977752
2012-01-19,7.518607217
2012-01-20,7.44775128
2012-01-21,7.104965448
2012-01-22,7.122866659
2012-01-23,7.402451521
2012-01-24,7.491645474
2012-01-25,7.587310506
2012-01-26,7.5416831
2012-01-27,7.382124366
2012-01-28,7.062191632
2012-01-29,7.103322063
2012-01-30,7.420578905
2012-01-31,7.448916103
2012-02-01,7.456454555
2012-02-02,7.592366129
2012-02-03,7.421177529
2012-02-04,7.096721378
2012-02-05,7.126087273
2012-02-06,7.489412084
2012-02-07,7.636752112
2012-02-08,7.61529834
2012-02-09,7.556427969
2012-02-10,7.496652438
2012-02-11,7.067319849
2012-02-12,7.037027615
2012-02-13,7.457032089
2012-02-14,7.552762084
2012-02-15,7.524021415
2012-02-16,7.580189418
2012-02-17,7.525639975
2012-02-18,7.063903961
2012-02-19,7.118016204
2012-02-20,7.410347098
2012-02-21,7.487733761
2012-02-22,7.497761701
2012-02-23,7.507690078
2012-02-24,7.375255778
2012-02-25,6.995766156
2012-02-26,7.044032897
2012-02-27,7.474772182
2012-02-28,7.528331767
2012-02-29,7.535830463
2012-03-01,7.503289631
2012-03-02,7.436027816
2012-03-03,6.986566459
2012-03-04,7.03438793
2012-03-05,7.400009517
2012-03-06,7.486613313
2012-03-07,7.528331767
2012-03-08,7.422971251
2012-03-09,7.41397029
2012-03-10,7.052721049
2012-03-11,7.058758153
2012-03-12,7.482118924
2012-03-13,7.494430215
2012-03-14,7.431891917
2012-03-15,7.425357887
2012-03-16,7.305188215
2012-03-17,7.00488199
2012-03-18,6.968850378
2012-03-19,7.438971592
2012-03-20,7.390181428
2012-03-21,7.420578905
2012-03-22,7.349873705
2012-03-23,7.25981961
2012-03-24,6.805722553
2012-03-25,6.9117473
2012-03-26,7.372118028
2012-03-27,7.385851078
2012-03-28,7.438971592
2012-03-29,7.357556201
2012-03-30,7.360103973
2012-03-31,7.02464903
2012-04-01,7.003974137
2012-04-02,7.366445148
2012-04-03,7.455298486
2012-04-04,7.391415235
2012-04-05,7.349873705
2012-04-06,7.163946684
2012-04-07,6.843749949
2012-04-08,6.997595983
2012-04-09,7.218176838
2012-04-10,7.456454555
2012-04-11,7.394493107
2012-04-12,7.400009517
2012-04-13,7.385230923
2012-04-14,6.91274282
2012-04-15,6.994849986
2012-04-16,7.377133713
2012-04-17,7.41397029
2012-04-18,7.452982329
2012-04-19,7.430114139
2012-04-20,7.467942332
2012-04-21,7.122866659
2012-04-22,7.005789019
2012-04-23,7.463936604
2012-04-24,7.410951876
2012-04-25,7.356279877
2012-04-26,7.451241685
2012-04-27,7.304515946
2012-04-28,6.891625897
2012-04-29,6.985641818
2012-05-01,7.301147806
2012-05-02,7.43543802
2012-05-03,7.381501895
2012-05-04,7.303843225
2012-05-05,6.939253946
2012-05-06,6.926577033
2012-05-07,7.400620577
2012-05-08,7.401841579
2012-05-09,7.467942332
2012-05-10,7.404279118
2012-05-11,7.37337431
2012-05-12,6.967909202
2012-05-13,6.899723107
2012-05-14,7.36707706
2012-05-15,7.479299638
2012-05-16,7.43543802
2012-05-17,7.382124366
2012-05-18,7.302496424
2012-05-19,6.84694314
2012-05-20,6.9902565
2012-05-21,7.326465614
2012-05-22,7.398786275
2012-05-23,7.516977225
2012-05-24,7.531552381
2012-05-25,7.339537695
2012-05-26,7.167809184
2012-05-27,7.079184395
2012-05-28,7.225481473
2012-05-29,7.457032089
2012-05-30,7.433075349
2012-05-31,7.406103381
2012-06-01,7.321188557
2012-06-02,7.037905963
2012-06-03,6.982862751
2012-06-04,7.40671073
2012-06-05,7.614312146
2012-06-06,7.508787171
2012-06-07,7.455298486
2012-06-08,7.403061091
2012-06-09,6.965080346
2012-06-10,7.074963198
2012-06-11,7.455876687
2012-06-12,7.550661243
2012-06-13,7.488852956
2012-06-14,7.543273347
2012-06-15,7.721791777
2012-06-16,6.988413182
2012-06-17,7.009408933
2012-06-18,7.405495663
2012-06-19,7.449498005
2012-06-20,7.437206367
2012-06-21,7.476472381
2012-06-22,7.375882148
2012-06-23,6.989335266
2012-06-24,7.009408933
2012-06-25,7.393263095
2012-06-26,7.457032089
2012-06-27,7.475905969
2012-06-28,7.443078374
2012-06-29,7.35372233
2012-06-30,6.877296071
2012-07-01,7.069874128
2012-07-02,7.324489979
2012-07-03,7.409741954
2012-07-04,7.325807503
2012-07-05,7.473069088
2012-07-06,7.54009032
2012-07-07,7.126087273
2012-07-08,6.996681488
2012-07-09,7.535296702
2012-07-10,7.518607217
2012-07-11,7.497761701
2012-07-12,7.512071246
2012-07-13,7.399398083
2012-07-14,7.052721049
2012-07-15,6.970730078
2012-07-16,7.433075349
2012-07-17,7.52131798
2012-07-18,7.544861069
2012-07-19,7.463363046
2012-07-20,7.401841579
2012-07-21,7.056175284
2012-07-22,6.961296046
2012-07-23,7.40731771
2012-07-24,7.518064181
2012-07-25,7.570958583
2012-07-26,7.558516743
2012-07-27,7.400009517
2012-07-28,6.858565035
2012-07-29,6.967909202
2012-07-30,7.362010551
2012-07-31,7.472500745
2012-08-01,7.428927195
2012-08-02,7.372118028
2012-08-03,7.333676396
2012-08-04,6.852242569
2012-08-05,6.938284484
2012-08-06,7.28276118
2012-08-07,7.379008128
2012-08-08,7.453561872
2012-08-09,7.442492723
2012-08-10,7.291656209
2012-08-11,7.017506143
2012-08-12,6.943122423
2012-08-13,7.434847875
2012-08-14,7.474772182
2012-08-15,7.364547014
2012-08-16,7.397561536
2012-08-17,7.3524411
2012-08-18,6.932447892
2012-08-19,6.948897222
2012-08-20,7.497207223
2012-08-21,7.53369371
2012-08-22,7.493873887
2012-08-23,7.481555702
2012-08-24,7.433075349
2012-08-25,7.065613364
2012-08-26,6.981934677
2012-08-27,7.529406458
2012-08-28,7.60190196
2012-08-29,7.510977752
2012-08-30,7.502186487
2012-08-31,7.34601021
2012-09-01,7.044032897
2012-09-02,7.247080585
2012-09-03,7.536363938
2012-09-04,7.704811923
2012-09-05,7.6989362
2012-09-06,7.658227526
2012-09-07,7.605890001
2012-09-08,7.183870715
2012-09-09,7.23417718
2012-09-10,7.660585462
2012-09-11,7.796057974
2012-09-12,7.686621335
2012-09-13,7.712443834
2012-09-14,7.560080465
2012-09-15,7.184629153
2012-09-16,7.136483209
2012-09-17,7.571473649
2012-09-18,7.631431665
2012-09-19,7.65349491
2012-09-20,7.66293785
2012-09-21,7.59739632
2012-09-22,7.127693699
2012-09-23,7.301822342
2012-09-24,7.774855767
2012-09-25,7.756195344
2012-09-26,7.730614066
2012-09-27,7.793586803
2012-09-28,7.69211334
2012-09-29,7.3524411
2012-09-30,7.553810852
2012-10-01,7.852827812
2012-10-02,7.687997166
2012-10-03,7.704811923
2012-10-04,7.697575347
2012-10-05,7.592870288
2012-10-06,7.242082359
2012-10-07,7.263329617
2012-10-08,7.629489916
2012-10-09,7.740664402
2012-10-10,7.699389406
2012-10-11,7.775275846
2012-10-12,7.570958583
2012-10-13,7.224753406
2012-10-14,7.203405521
2012-10-15,7.766840537
2012-10-16,7.788626066
2012-10-17,7.750184162
2012-10-18,7.717351272
2012-10-19,7.647786045
2012-10-20,7.232733136
2012-10-21,7.451822237
2012-10-22,7.708410667
2012-10-23,7.763871288
2012-10-24,7.818027939
2012-10-25,7.750614733
2012-10-26,7.653020414
2012-10-27,7.235619141
2012-10-28,7.331060305
2012-10-29,7.640603826
2012-10-30,7.711101252
2012-10-31,7.673688129
2012-11-01,7.614312146
2012-11-02,7.497207223
2012-11-03,7.249925537
2012-11-04,7.310550159
2012-11-05,7.660585462
2012-11-06,7.718240952
2012-11-07,7.620214771
2012-11-08,7.700747795
2012-11-09,7.708859601
2012-11-10,7.291656209
2012-11-11,7.242082359
2012-11-12,7.665284718
2012-11-13,7.674617497
2012-11-14,7.690286021
2012-11-15,7.697575347
2012-11-16,7.559038255
2012-11-17,7.28756064
2012-11-18,7.207118856
2012-11-19,7.644440762
2012-11-20,7.679251426
2012-11-21,7.571473649
2012-11-22,7.484368643
2012-11-23,7.529406458
2012-11-24,7.258412151
2012-11-25,7.266827348
2012-11-26,7.647308832
2012-11-27,7.745002804
2012-11-28,7.647308832
2012-11-29,7.764296006
2012-11-30,7.571988449
2012-12-01,7.254177846
2012-12-02,7.253470383
2012-12-03,7.657282793
2012-12-04,7.701652363
2012-12-05,8.037220031
2012-12-06,8.240912542
2012-12-07,7.834392303
2012-12-08,7.3524411
2012-12-09,7.374001859
2012-12-10,7.721791777
2012-12-11,7.749322465
2012-12-12,7.731053144
2012-12-13,7.690743164
2012-12-14,7.616283562
2012-12-15,7.323170718
2012-12-16,7.360103973
2012-12-17,7.733245647
2012-12-18,7.683403681
2012-12-19,7.7164608
2012-12-20,7.709756864
2012-12-21,7.531552381
2012-12-22,7.209340257
2012-12-23,7.201916318
2012-12-24,7.203405521
2012-12-25,7.134093721
2012-12-26,7.33823815
2012-12-27,7.384610383
2012-12-28,7.367708572
2012-12-29,7.171656823
2012-12-30,7.22329568
2012-12-31,7.237778192
2013-01-01,7.149131599
2013-01-02,7.816819966
2013-01-03,7.882314919
2013-01-04,7.828436359
2013-01-05,7.571988449
2013-01-06,7.582229194
2013-01-07,7.990576882
2013-01-08,8.14322675
2013-01-09,8.140023952
2013-01-10,8.066835314
2013-01-11,7.822044008
2013-01-12,7.436617265
2013-01-13,7.385851078
2013-01-14,7.875119281
2013-01-15,7.914617709
2013-01-16,7.892078421
2013-01-17,7.922623574
2013-01-18,7.796057974
2013-01-19,7.390798522
2013-01-20,7.523481313
2013-01-21,7.890956716
2013-01-22,7.981733287
2013-01-23,7.954021087
2013-01-24,7.938802248
2013-01-25,7.934871566
2013-01-26,7.494430215
2013-01-27,7.514254653
2013-01-28,7.902487437
2013-01-29,7.926963545
2013-01-30,7.982757702
2013-01-31,7.891330758
2013-02-01,7.842278779
2013-02-02,7.446001498
2013-02-03,7.491645474
2013-02-04,7.881937489
2013-02-05,7.893572074
2013-02-06,7.936302693
2013-02-07,7.881937489
2013-02-08,7.830028083
2013-02-09,7.405495663
2013-02-10,7.380879036
2013-02-11,7.806696373
2013-02-12,7.917900586
2013-02-13,7.799753318
2013-02-14,7.789454566
2013-02-15,7.80016307
2013-02-16,7.469083885
2013-02-17,7.440733707
2013-02-18,7.742402022
2013-02-19,7.822044008
2013-02-20,7.895063498
2013-02-21,7.848543482
2013-02-22,7.716906135
2013-02-23,7.405495663
2013-02-24,7.436027816
2013-02-25,7.792348924
2013-02-26,7.83873756
2013-02-27,7.906915489
2013-02-28,7.893945138
2013-03-01,7.854381211
2013-03-02,7.468513271
2013-03-03,7.457032089
2013-03-04,7.853216388
2013-03-05,7.870547845
2013-03-06,7.847371836
2013-03-07,7.832807517
2013-03-08,7.731930722
2013-03-09,7.387090236
2013-03-10,7.412764017
2013-03-11,7.796469243
2013-03-12,7.912789221
2013-03-13,7.786551806
2013-03-14,7.872836175
2013-03-15,7.812782819
2013-03-16,7.428333194
2013-03-17,7.407924323
2013-03-18,7.80832305
2013-03-19,7.785305183
2013-03-20,7.876638461
2013-03-21,7.824845691
2013-03-22,7.69802917
2013-03-23,7.429520843
2013-03-24,7.459914766
2013-03-25,7.804251384
2013-03-26,7.837554361
2013-03-27,7.7419679
2013-03-28,7.788626066
2013-03-29,7.577121931
2013-03-30,7.274479559
2013-03-31,7.382124366
2013-04-01,7.618251098
2013-04-02,7.774015077
2013-04-03,7.849713758
2013-04-04,7.755338813
2013-04-05,7.814399634
2013-04-06,7.26961675
2013-04-07,7.33171497
2013-04-08,7.76937861
2013-04-09,7.77569575
2013-04-10,7.673223121
2013-04-11,7.74109909
2013-04-12,7.591357047
2013-04-13,7.180069874
2013-04-14,7.282073658
2013-04-15,7.738923757
2013-04-16,7.850882665
2013-04-17,7.71154898
2013-04-18,7.636269603
2013-04-19,7.584773078
2013-04-20,7.126890809
2013-04-21,7.299797367
2013-04-22,7.714231145
2013-04-23,7.759614151
2013-04-24,7.772331575
2013-04-25,7.748028524
2013-04-26,7.632401127
2013-04-27,7.241366283
2013-04-28,7.261927093
2013-04-29,7.732369222
2013-04-30,7.694392803
2013-05-01,7.53689713
2013-05-02,7.684324068
2013-05-03,7.595387279
2013-05-04,7.142036575
2013-05-05,7.232010332
2013-05-06,7.590852124
2013-05-07,7.626082758
2013-05-08,7.647308832
2013-05-09,7.566311015
2013-05-10,7.528869257
2013-05-11,7.138073034
2013-05-12,7.198931241
2013-05-13,7.685243608
2013-05-14,7.659642955
2013-05-15,7.682021511
